id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym
1127,Minnie,Female,16,5,,10:58:00,13:27:00,80
1131,Garrott,Male,27,2,,15:41:00,17:17:00,114
1134,Pooh,Female,48,5,"Leg, Leg, Core",9:31:00,10:47:00,153
1135,Kris,Female,42,3,,13:05:00,14:33:00,136
1139,Nesta,Female,31,2,,19:28:00,22:07:00,142
1140,Brittany,Female,39,5,"Leg, Core, chest",10:33:00,12:36:00,84
1142,Rosalinde,Female,34,2,Leg,8:13:00,10:45:00,129
1143,Ginnifer,Female,15,1,,17:21:00,19:50:00,38
1148,Hazlett,Male,31,5,chest,9:08:00,11:13:00,74
1153,Gail,Male,47,1,"Leg, Leg, Core",16:41:00,18:43:00,112
1160,Millie,Female,31,4,"chest, Leg",15:17:00,16:01:00,148
1161,Adriane,Female,41,2,Core,15:41:00,16:43:00,177
1166,Bordie,Male,37,2,,20:34:00,21:42:00,77
1172,Joni,Female,26,1,"Arm, Leg",8:15:00,9:27:00,130
1174,PancCardioo,Male,32,3,,11:21:00,12:46:00,39
1176,Burty,Male,22,5,,9:34:00,11:21:00,160
1178,Chick,Male,14,5,,11:02:00,12:47:00,180
1180,Nolly,Male,49,1,back,8:33:00,9:21:00,140
1181,Jeremiah,Male,26,3,"back, Core",10:50:00,13:48:00,152
1182,Martguerita,Female,30,2,"Core, chest",9:01:00,11:21:00,142
1185,Webb,Male,19,4,"Leg, Cardio, back",9:20:00,11:42:00,69
1186,Chloe,Female,18,5,,17:42:00,19:32:00,130
1187,Salvidor,Male,37,1,Arm,19:49:00,22:43:00,120
1189,Terry,Male,16,1,"Leg, Core, chest",11:28:00,12:31:00,173
1190,Nealy,Male,16,4,,14:47:00,17:45:00,42
1192,Kaye,Female,35,5,,17:07:00,19:15:00,118
1196,Kendrick,Male,43,2,,20:01:00,21:55:00,171
1197,Cord,Male,16,2,,13:53:00,15:55:00,41
1200,Cooper,Male,20,4,,15:47:00,17:21:00,141
1202,Gualterio,Male,33,3,,8:21:00,10:03:00,130
1203,Rikki,Female,20,2,,18:32:00,19:31:00,161
1205,Trey,Male,46,1,,9:57:00,12:28:00,178
1209,Earl,Male,22,3,,19:07:00,21:40:00,116
1210,Trstram,Male,45,1,,17:44:00,19:53:00,133
1212,Giffer,Male,19,4,,17:21:00,18:33:00,102
1215,Mindy,Female,22,2,"back, back",8:17:00,9:19:00,45
1218,Rubina,Female,39,5,"chest, back",18:01:00,18:31:00,42
1219,Harland,Male,41,3,"Leg, back",14:59:00,16:48:00,171
1220,Any,Male,49,2,,20:57:00,23:26:00,103
1229,Harper,Male,19,4,,20:39:00,21:33:00,77
1230,Alanson,Male,17,1,"back, Core",16:31:00,18:54:00,57
1232,Bennett,Male,47,1,"Core, Core",15:16:00,17:16:00,119
1236,Idell,Female,13,2,chest,15:45:00,17:41:00,96
1238,Irene,Female,19,1,"Arm, Cardio",20:15:00,22:22:00,48
1241,Hedwig,Female,31,3,,11:03:00,11:33:00,140
1245,Brennen,Male,35,3,"back, back",12:11:00,14:20:00,141
1246,Kary,Female,45,4,,9:12:00,11:51:00,39
1247,Elvis,Male,18,2,chest,18:44:00,19:43:00,155
1250,Peter,Male,27,5,,13:26:00,16:21:00,136
1252,Margarita,Female,41,2,"chest, Cardio, Leg",10:17:00,11:19:00,173
1254,Alexei,Male,45,2,,17:12:00,19:36:00,97
1260,Jaquelyn,Female,33,2,,8:20:00,11:05:00,166
1264,Padraig,Male,44,2,,15:42:00,16:34:00,114
1265,Reina,Female,37,2,,19:52:00,20:36:00,112
1270,Abby,Male,36,5,"chest, chest",15:19:00,16:24:00,47
1271,Craggy,Male,13,5,,10:08:00,11:55:00,115
1279,Mathilda,Female,35,2,,10:43:00,13:06:00,171
1282,Daniel,Male,41,2,Core,12:25:00,14:41:00,65
1285,Earl,Male,15,2,,13:33:00,14:55:00,42
1288,Piggy,Male,31,5,,17:30:00,18:03:00,164
1289,Gwendolin,Female,21,2,"Core, back",8:53:00,11:36:00,59
1290,Chelsy,Female,31,1,"Core, back, Leg",15:52:00,16:37:00,42
1293,Merilee,Female,40,5,"back, Leg, chest",16:31:00,17:30:00,64
1296,Evie,Female,31,4,,10:17:00,12:08:00,119
1297,Georas,Male,25,5,,17:29:00,18:11:00,142
1300,Ives,Male,24,3,Leg,14:53:00,16:22:00,151
1301,Amalea,Female,44,3,"back, Leg, chest",13:06:00,13:43:00,36
1302,Sigismondo,Male,38,1,"chest, back, back",12:48:00,15:45:00,96
1305,Alfie,Male,36,5,"Leg, Leg, back",8:48:00,11:29:00,85
1306,Seumas,Male,41,4,"Leg, Core, Cardio",11:47:00,13:09:00,68
1311,Christabella,Female,18,4,,17:41:00,18:14:00,143
1312,Taite,Male,39,4,"Cardio, Leg",17:41:00,19:28:00,126
1319,Dexter,Male,39,1,,10:38:00,13:32:00,167
1321,Ernesto,Male,33,2,,14:11:00,16:31:00,96
1322,Marcus,Male,25,3,,20:18:00,21:34:00,161
1323,Benjamin,Male,46,4,Leg,17:11:00,18:30:00,53
1325,Quinton,Male,16,4,,10:34:00,11:40:00,49
1327,Noel,Female,30,1,,14:01:00,16:10:00,59
1328,Lexine,Female,49,4,,13:52:00,16:23:00,68
1329,Davy,Male,13,2,Leg,9:15:00,11:04:00,66
1330,Elisabet,Female,28,3,,11:43:00,14:04:00,65
1332,Corey,Female,13,3,Core,20:22:00,22:56:00,129
1333,Derwin,Male,14,4,,11:18:00,12:56:00,138
1337,Norris,Male,39,5,,18:22:00,20:30:00,121
1338,Jarib,Male,29,2,Core,10:06:00,13:03:00,108
1339,Brenda,Female,13,2,"Core, chest, Arm",15:40:00,17:39:00,65
1340,Sanderson,Male,17,2,"Cardio, Cardio, Core",18:51:00,21:27:00,166
1341,Rita,Female,30,4,,14:02:00,14:37:00,85
1342,Orren,Male,40,2,"Cardio, Core, Leg",17:57:00,19:48:00,66
1343,Andreana,Female,32,5,Leg,9:53:00,11:35:00,155
1345,Wes,Male,28,3,,14:30:00,17:03:00,177
1346,Domeniga,Female,17,4,back,12:17:00,12:55:00,131
1347,Valentine,Female,13,5,,16:51:00,17:42:00,156
1353,Constanta,Female,15,3,,13:37:00,14:58:00,154
1361,Leilah,Female,12,2,"Leg, back",20:04:00,22:37:00,96
1362,Melli,Female,47,2,Arm,11:51:00,12:21:00,47
1364,Thea,Female,13,5,"Leg, back, Core",10:47:00,11:41:00,164
1369,Hadrian,Male,13,5,"Cardio, Arm",17:22:00,18:24:00,54
1371,Bil,Male,14,4,,20:10:00,20:47:00,80
1372,Ilyse,Female,22,4,"Leg, back, Leg",11:18:00,12:58:00,65
1373,Agatha,Female,39,5,chest,8:52:00,10:15:00,35
1378,Colan,Male,45,3,Leg,18:52:00,20:55:00,96
1379,Alexina,Female,20,1,,8:29:00,11:00:00,102
1380,Vasilis,Male,35,2,,19:38:00,22:20:00,179
1383,Marje,Female,28,1,,20:26:00,21:13:00,69
1384,Priscilla,Female,33,3,"chest, Cardio",17:35:00,19:12:00,133
1395,Shelly,Female,14,2,,19:59:00,22:08:00,115
1396,Yetta,Female,37,4,,13:08:00,15:57:00,135
1400,Logan,Male,27,5,"back, chest",13:02:00,13:54:00,72
1401,Evy,Female,34,4,,17:52:00,18:33:00,177
1403,Nelie,Female,19,1,,15:15:00,18:09:00,85
1404,Ronna,Female,38,5,"back, Leg, Leg",11:02:00,13:55:00,149
1405,Eldredge,Male,48,3,Cardio,16:35:00,19:24:00,175
1413,Myrwyn,Male,17,1,"Cardio, Leg",8:38:00,10:27:00,146
1417,Mab,Female,36,4,back,14:53:00,15:29:00,55
1419,Janela,Female,16,2,"back, chest",10:33:00,12:11:00,127
1420,Durward,Male,39,5,,11:27:00,13:26:00,138
1421,Caitlin,Female,39,1,,14:54:00,16:01:00,54
1422,Jessalin,Female,48,1,,12:46:00,14:42:00,102
1425,Rockwell,Male,31,2,,16:21:00,17:41:00,37
1427,Robers,Male,33,4,,16:05:00,17:48:00,69
1430,Maryanna,Female,36,5,,15:12:00,16:00:00,73
1432,Reed,Male,47,3,"back, Leg, Arm",10:56:00,11:54:00,161
1433,Becca,Female,38,1,,14:51:00,15:34:00,86
1438,Averil,Male,41,2,,17:18:00,18:55:00,105
1446,Alyce,Female,30,2,Cardio,14:06:00,17:02:00,140
1447,Wittie,Male,32,3,,9:14:00,10:45:00,156
1452,Augusta,Female,33,4,Leg,16:21:00,19:15:00,49
1454,Philippine,Female,31,1,Leg,18:14:00,18:57:00,135
1455,Sallie,Female,18,3,"chest, chest",20:02:00,22:30:00,33
1458,Edi,Female,19,2,Arm,11:37:00,14:27:00,39
1459,Ancell,Male,33,2,,18:28:00,20:43:00,38
1460,Blithe,Female,26,4,,9:22:00,11:52:00,37
1465,Abagael,Female,48,2,,14:33:00,16:30:00,140
1466,Krystle,Female,46,5,,17:47:00,19:00:00,144
1467,Gregorio,Male,33,2,chest,8:25:00,11:08:00,64
1472,Thorvald,Male,40,3,"Leg, Leg",9:31:00,11:28:00,46
1473,Boniface,Male,41,5,Leg,9:46:00,11:11:00,35
1474,Walker,Male,21,2,"chest, Leg",16:59:00,18:50:00,119
1486,Bret,Male,47,4,Arm,17:10:00,19:02:00,163
1488,Hodge,Male,46,2,,17:52:00,18:45:00,154
1491,Crysta,Female,14,3,"Leg, back, chest",8:06:00,10:31:00,53
1497,Elbertine,Female,22,3,,8:05:00,10:11:00,76
1498,Dall,Male,25,5,"chest, Leg, back",10:38:00,12:41:00,110
1499,Cecilia,Female,23,3,Core,20:43:00,22:57:00,45
1507,Anna-diane,Female,40,5,"Cardio, Arm",15:09:00,16:34:00,143
1511,Finley,Male,33,2,Core,11:56:00,14:20:00,113
1516,Corella,Female,17,5,"back, Leg",14:44:00,16:03:00,136
1517,Alec,Male,35,3,,8:44:00,9:25:00,156
1519,Hollis,Male,17,1,"Core, Leg, Cardio",10:34:00,12:07:00,52
1521,Mikaela,Female,17,1,,20:33:00,23:06:00,143
1522,Calypso,Female,17,5,"Core, chest",20:25:00,22:12:00,179
1524,Sofie,Female,45,1,"Core, chest",14:20:00,17:13:00,115
1525,Charisse,Female,17,1,,18:22:00,19:32:00,179
1527,Flora,Female,16,2,,11:15:00,13:25:00,123
1531,Zacharie,Male,16,2,"back, chest",14:51:00,16:43:00,42
1532,Skell,Male,33,4,"chest, back, Core",16:04:00,17:35:00,110
1533,Cyndie,Female,39,5,,18:58:00,21:06:00,64
1537,Jane,Female,24,4,"chest, chest, Leg",10:22:00,10:58:00,121
1541,Solomon,Male,23,4,,16:59:00,18:44:00,67
1543,Perle,Female,46,3,,14:45:00,16:48:00,137
1547,Papageno,Male,20,3,,16:19:00,18:58:00,152
1548,Alvina,Female,36,2,Arm,16:36:00,17:37:00,53
1551,Manda,Female,44,1,,15:38:00,18:16:00,64
1553,Consalve,Male,34,1,"back, Core",18:23:00,19:31:00,50
1555,Garner,Male,41,1,"chest, Cardio",19:22:00,21:45:00,39
1558,Theodoric,Male,19,2,,15:32:00,17:42:00,104
1561,Monique,Female,37,5,chest,13:20:00,14:11:00,82
1564,Helaina,Female,32,5,,16:59:00,18:16:00,109
1572,Sheila,Female,32,1,"Leg, Arm",17:04:00,18:45:00,160
1576,Brade,Male,41,1,Leg,12:40:00,14:21:00,106
1577,Yelena,Female,28,5,,10:26:00,12:39:00,68
1578,Lester,Male,35,3,,20:35:00,21:30:00,139
1587,Cammy,Male,22,4,Leg,15:57:00,17:27:00,53
1589,Adham,Male,21,4,,14:06:00,15:33:00,173
1591,Waylen,Male,44,3,"Cardio, Cardio, back",12:50:00,13:26:00,105
1592,Aurie,Female,28,4,"chest, Core, Leg",10:17:00,12:47:00,113
1593,Honor,Female,21,2,,19:51:00,20:25:00,135
1601,Germaine,Female,39,4,,12:10:00,12:40:00,70
1603,Ingamar,Male,30,4,,15:24:00,17:57:00,97
1608,Ekaterina,Female,33,4,Cardio,8:46:00,9:19:00,152
1612,Alameda,Female,46,5,,13:42:00,14:20:00,161
1624,Willie,Male,21,3,,8:39:00,9:36:00,123
1626,Warren,Male,30,4,"Cardio, Cardio",16:57:00,18:59:00,129
1629,Jean,Male,28,2,,11:02:00,11:46:00,172
1630,Pablo,Male,47,5,,14:29:00,16:53:00,122
1633,Trula,Female,15,5,Leg,14:42:00,16:22:00,149
1635,Alverta,Female,37,3,,9:13:00,11:31:00,167
1636,Georgeanne,Female,12,5,"Core, back",13:24:00,14:20:00,72
1638,Timothea,Female,22,3,,19:45:00,20:17:00,49
1640,Romola,Female,35,5,"chest, Cardio",10:00:00,11:01:00,113
1641,Elladine,Female,41,1,,8:37:00,9:55:00,157
1644,Catlee,Female,35,3,"Leg, chest, chest",12:54:00,13:26:00,153
1645,Padget,Male,48,5,"chest, back, back",17:23:00,18:17:00,168
1647,Rodd,Male,37,1,"back, chest",18:58:00,21:40:00,63
1649,Noelani,Female,27,5,,13:50:00,14:35:00,67
1653,Bradford,Male,37,2,,13:11:00,14:08:00,75
1656,Barbabas,Male,28,2,"back, Cardio, chest",17:13:00,19:26:00,130
1658,Westleigh,Male,49,4,,19:23:00,21:04:00,141
1661,Aaron,Male,28,1,"Core, Cardio",17:02:00,19:49:00,30
1663,Elisa,Female,30,5,,14:01:00,16:03:00,114
1664,Myrle,Female,21,3,,10:20:00,11:31:00,88
1667,Lewie,Male,24,1,"Leg, Core, chest",11:46:00,13:24:00,81
1668,Nessy,Female,49,3,"Arm, Core, Cardio",15:00:00,17:49:00,50
1669,Ashia,Female,21,1,"Cardio, Leg",19:04:00,20:13:00,77
1671,Gery,Male,48,1,,12:36:00,13:56:00,129
1672,Duffie,Male,27,1,"Cardio, chest, Leg",8:13:00,10:10:00,104
1674,Yehudit,Male,30,4,"Cardio, back, Arm",20:16:00,21:57:00,30
1676,Bari,Female,15,1,"back, Leg",8:17:00,9:19:00,106
1677,Tonia,Female,17,2,chest,9:06:00,10:41:00,102
1679,Terrill,Male,37,1,"Cardio, chest",9:10:00,10:56:00,101
1681,Aura,Female,40,3,,9:11:00,9:59:00,130
1687,Wendall,Male,25,3,back,9:13:00,10:21:00,90
1690,Simmonds,Male,26,5,,13:10:00,14:21:00,84
1691,Guss,Male,46,3,,10:17:00,12:44:00,109
1695,Gabriell,Female,48,5,,12:30:00,14:23:00,167
1698,Morgan,Male,15,1,,14:52:00,15:55:00,58
1702,Rudiger,Male,16,5,,10:22:00,12:17:00,38
1703,Travers,Male,35,5,"Arm, Leg",16:01:00,19:01:00,162
1705,Edvard,Male,19,3,"Cardio, Core",17:29:00,19:09:00,41
1706,Hayley,Female,14,2,,11:05:00,13:40:00,176
1707,Grove,Male,16,3,Core,13:31:00,14:16:00,121
1708,Chic,Male,46,5,"Arm, Core, Leg",18:01:00,19:37:00,132
1714,Nananne,Female,17,5,"back, back, Core",10:50:00,13:21:00,150
1715,Brant,Male,27,1,,12:02:00,14:59:00,175
1717,Ive,Male,22,3,,11:10:00,12:53:00,112
1718,Jethro,Male,26,1,"Core, Cardio",20:32:00,21:11:00,136
1721,Haskel,Male,16,1,,8:38:00,11:17:00,150
1726,Sebastien,Male,17,5,,10:54:00,12:03:00,156
1727,Zeb,Male,18,1,"Leg, Cardio, Core",11:51:00,13:01:00,95
1730,Courtnay,Male,13,3,,15:28:00,18:18:00,107
1734,Konrad,Male,39,4,,9:13:00,12:11:00,74
1735,Georgeta,Female,25,3,"Cardio, chest",9:24:00,10:07:00,162
1738,Dorian,Female,32,2,back,11:21:00,13:01:00,140
1739,Carmelia,Female,30,2,,15:28:00,17:17:00,175
1742,Ambrosio,Male,13,4,,18:02:00,20:47:00,50
1743,Bartie,Male,43,5,"Cardio, Core",20:28:00,20:59:00,92
1744,Prince,Male,32,2,back,10:42:00,11:16:00,104
1749,Yolande,Female,18,4,"Cardio, back, chest",10:42:00,11:42:00,38
1755,Mommy,Female,33,4,,18:39:00,19:37:00,180
1758,Gabbi,Female,48,2,,15:16:00,16:04:00,99
1760,Simmonds,Male,17,5,"Core, Leg",9:29:00,11:20:00,146
1762,Ardis,Female,31,3,"Cardio, Leg",12:13:00,12:54:00,104
1764,Lars,Male,16,4,"Core, back",8:10:00,11:10:00,152
1765,Godfree,Male,36,1,,14:21:00,17:16:00,44
1769,Glynda,Female,35,4,"Cardio, Core",13:25:00,14:52:00,113
1770,Marcelo,Male,47,5,,17:22:00,18:38:00,114
1772,Robbi,Female,41,4,,20:52:00,21:49:00,51
1775,Odella,Female,46,2,Cardio,9:35:00,11:04:00,127
1777,Harriette,Female,30,5,,14:58:00,17:40:00,120
1780,Dulsea,Female,16,3,,13:20:00,15:17:00,132
1782,Elvera,Female,37,3,,14:03:00,15:48:00,87
1783,Dion,Male,15,3,"Core, chest, Core",12:16:00,14:43:00,164
1785,Evey,Female,49,3,"chest, Cardio, Leg",18:29:00,21:04:00,110
1786,Margareta,Female,33,3,,19:32:00,22:10:00,103
1789,Starlin,Female,43,2,,17:08:00,17:44:00,34
1791,Fred,Female,42,4,,16:49:00,19:34:00,112
1799,Helen-elizabeth,Female,44,4,"Leg, chest",9:11:00,9:43:00,103
1803,Cecily,Female,32,5,,9:26:00,10:07:00,50
1804,Ben,Male,39,3,,8:59:00,11:37:00,58
1806,Beatriz,Female,44,4,,16:13:00,18:08:00,93
1808,Sosanna,Female,48,1,,16:32:00,18:06:00,99
1811,Chaddy,Male,46,1,,11:18:00,13:50:00,120
1818,Gavin,Male,44,3,Arm,11:51:00,13:03:00,159
1820,Kial,Female,18,2,,14:33:00,16:35:00,154
1821,Romona,Female,45,1,Core,13:20:00,14:57:00,69
1823,Viola,Female,20,1,,16:33:00,18:53:00,65
1824,Junie,Female,22,5,,17:59:00,19:01:00,93
1829,Fields,Male,12,4,"back, Core",9:40:00,10:50:00,58
1830,Micky,Male,21,3,"Cardio, back",12:05:00,14:43:00,143
1831,Wheeler,Male,44,3,,9:35:00,10:15:00,46
1833,Susana,Female,27,1,chest,17:44:00,19:00:00,158
1834,Avram,Male,13,2,,19:16:00,21:43:00,155
1835,Mair,Female,34,4,,15:37:00,16:21:00,139
1837,Gal,Male,34,4,,19:11:00,21:53:00,80
1838,Montague,Male,28,5,"Core, Cardio, chest",20:40:00,21:39:00,44
1842,Gale,Female,33,2,Arm,9:47:00,11:34:00,101
1843,Donnie,Female,35,3,"chest, back",19:10:00,20:38:00,88
1848,Pietro,Male,16,4,"Leg, Core",12:00:00,12:53:00,114
1850,Reinhold,Male,49,1,"Cardio, chest, Leg",14:56:00,15:38:00,94
1856,Ester,Female,18,4,"Cardio, back, back",17:05:00,18:41:00,30
1860,Marcelle,Female,35,5,"Cardio, Arm",18:33:00,19:20:00,45
1862,Zackariah,Male,15,5,"Cardio, chest",17:19:00,19:17:00,85
1863,Wash,Male,31,5,,11:08:00,11:42:00,108
1864,Malchy,Male,39,2,"chest, chest, Core",16:01:00,17:34:00,61
1865,Erhard,Male,17,2,,11:19:00,12:13:00,177
1866,Evangelia,Female,42,2,"Core, back",11:46:00,14:21:00,107
1867,Anderea,Female,14,2,Cardio,16:05:00,17:13:00,76
1871,Annora,Female,31,3,"Core, Core, Cardio",12:21:00,14:19:00,179
1872,Brennen,Male,28,4,,9:46:00,12:00:00,82
1874,Wini,Female,23,3,"chest, Core",14:42:00,15:22:00,139
1876,Ramona,Female,35,2,Leg,18:32:00,19:44:00,130
1877,Hobart,Male,24,2,,9:12:00,10:55:00,118
1879,Lil,Female,13,3,,10:39:00,13:26:00,64
1880,Ketti,Female,18,5,,11:02:00,13:18:00,90
1881,Alexei,Male,47,4,,10:46:00,11:40:00,91
1888,Tiffi,Female,40,2,,17:02:00,17:36:00,129
1889,Wilt,Male,32,1,Leg,11:41:00,13:52:00,74
1891,Hamilton,Male,16,1,,11:26:00,12:50:00,72
1901,Avivah,Female,17,5,,17:30:00,20:09:00,120
1903,Florry,Female,44,2,"Core, back, Arm",19:07:00,21:28:00,46
1904,Freddi,Female,13,2,,10:09:00,13:01:00,50
1908,Grazia,Female,23,5,,10:25:00,12:51:00,95
1909,Randy,Male,42,4,chest,13:35:00,16:32:00,111
1910,Urban,Male,46,3,Arm,11:09:00,12:15:00,69
1911,Fifine,Female,25,3,"Core, chest",20:53:00,22:03:00,124
1915,Chelsie,Female,34,5,back,19:00:00,19:49:00,169
1919,Devlin,Male,47,4,,19:43:00,20:53:00,99
1921,Fredi,Female,14,2,chest,12:39:00,14:01:00,31
1922,Vida,Female,31,2,chest,10:28:00,12:08:00,118
1926,Gerick,Male,46,5,,9:16:00,11:09:00,162
1929,Aldous,Male,15,4,"Arm, chest",9:38:00,11:38:00,162
1930,Vita,Female,13,3,,13:57:00,14:41:00,90
1939,Carlen,Female,37,1,,12:50:00,13:21:00,179
1940,Beatriz,Female,46,1,"chest, back",20:25:00,21:04:00,153
1941,Matias,Male,21,1,,10:21:00,13:17:00,158
1942,Lindon,Male,41,3,,10:47:00,12:58:00,98
1944,Marty,Female,45,5,,9:41:00,12:34:00,54
1950,Karyn,Female,45,4,"Leg, Leg",15:44:00,18:43:00,174
1951,Grayce,Female,42,4,"Cardio, Core",11:36:00,12:31:00,46
1952,Ricky,Male,21,5,"Core, back, Arm",19:21:00,20:04:00,161
1953,Jacquenetta,Female,30,2,"chest, back",18:47:00,21:14:00,115
1954,Ivor,Male,34,4,"Cardio, back, back",15:27:00,18:03:00,126
1956,Lucia,Female,46,2,"back, Arm, back",14:18:00,16:38:00,167
1957,Thomasin,Female,23,5,,17:43:00,20:24:00,66
1969,Nikolai,Male,47,2,,15:33:00,17:12:00,105
1974,Samaria,Female,41,5,"Leg, Leg, chest",11:10:00,12:14:00,99
1975,Clemmy,Male,43,4,,11:07:00,13:34:00,111
1977,Zacherie,Male,44,3,chest,10:36:00,13:26:00,67
1979,Adair,Male,30,2,"Cardio, Leg, chest",13:30:00,16:14:00,154
1981,Georgie,Female,34,1,Core,14:52:00,16:57:00,31
1982,Agna,Female,33,5,"Leg, Core, Core",19:59:00,22:01:00,61
1983,Benyamin,Male,34,2,"Arm, Cardio, Leg",19:22:00,22:15:00,58
1985,Josie,Female,37,4,Arm,15:17:00,17:23:00,174
1986,Jules,Male,25,3,"Cardio, Core",14:05:00,15:23:00,131
1988,Rad,Male,31,4,,10:48:00,12:45:00,114
1991,Oliy,Female,45,3,,8:22:00,11:11:00,156
1992,Isidor,Male,38,3,back,10:24:00,12:21:00,142
1997,Elaina,Female,38,2,"Core, chest",9:14:00,12:01:00,46
2001,Fey,Female,31,3,"back, chest",19:31:00,21:29:00,49
2002,Doralin,Female,47,5,,19:31:00,21:55:00,34
2008,Uriah,Male,21,5,back,17:45:00,18:57:00,104
2009,Borden,Male,19,1,"chest, Leg, chest",9:45:00,11:15:00,45
2012,Ely,Male,47,4,Arm,10:12:00,11:46:00,34
2017,Chaddie,Male,38,3,,9:25:00,10:59:00,50
2022,Jamey,Male,30,5,back,15:06:00,15:36:00,51
2023,Kimberlee,Female,18,2,Cardio,20:56:00,21:56:00,31
2026,Hew,Male,46,5,"chest, Leg",13:12:00,14:33:00,88
2028,Wat,Male,39,3,"chest, Leg, Leg",19:41:00,22:36:00,70
2030,Nissa,Female,18,5,Leg,20:15:00,22:22:00,32
2035,Alf,Male,23,1,,18:15:00,19:07:00,52
2037,Shelby,Female,13,4,,9:02:00,11:39:00,131
2041,Samantha,Female,19,1,,16:04:00,18:50:00,159
2046,Aridatha,Female,47,3,"Leg, Core, Leg",18:41:00,20:18:00,61
2048,Dick,Male,32,5,"back, back, Leg",16:29:00,17:17:00,55
2050,Nora,Female,15,4,"chest, Core",8:54:00,9:48:00,127
2053,Jada,Female,35,5,"chest, back",9:26:00,11:45:00,55
2057,Isahella,Female,22,2,,8:36:00,9:29:00,101
2058,Benton,Male,33,5,"chest, Leg, back",12:19:00,12:56:00,31
2060,Lesley,Female,43,2,"Core, back",19:38:00,20:36:00,163
2062,Talia,Female,24,5,,10:28:00,11:38:00,117
2066,Constancia,Female,28,5,,13:06:00,15:49:00,110
2067,Arlie,Female,20,2,"Leg, Core, Leg",8:18:00,9:21:00,151
2068,Shelden,Male,26,4,"Leg, Arm",13:04:00,15:03:00,76
2070,Franky,Female,17,4,,11:11:00,13:15:00,170
2071,Vincenz,Male,44,1,"chest, chest, Arm",13:04:00,14:35:00,151
2072,Adham,Male,44,3,,10:30:00,12:24:00,165
2075,Florry,Female,48,3,,9:57:00,12:07:00,38
2077,Alexine,Female,25,4,,15:54:00,16:25:00,113
2079,Morgan,Female,31,4,"Core, Cardio, chest",12:44:00,14:31:00,62
2082,Sayres,Male,28,4,"Leg, Leg, Core",18:55:00,21:36:00,48
2086,Kailey,Female,49,1,"chest, Core, back",20:29:00,22:52:00,65
2093,Nicolle,Female,33,3,"chest, back",9:55:00,12:27:00,76
2094,Karlyn,Female,42,2,chest,16:43:00,17:27:00,156
2103,Falito,Male,19,5,"Arm, Leg, Leg",10:29:00,11:39:00,119
2105,Dianemarie,Female,23,4,"chest, Arm, Core",9:51:00,12:28:00,108
2108,Vivia,Female,31,4,"Leg, Core, Cardio",19:52:00,20:53:00,164
2110,Aile,Female,42,3,Arm,17:52:00,20:33:00,36
2112,Waylin,Male,44,3,"Arm, Cardio, back",16:33:00,18:39:00,100
2116,Esra,Male,48,3,,19:08:00,21:25:00,169
2118,Esra,Male,25,4,,8:23:00,11:10:00,74
2119,Bank,Male,42,1,"Cardio, chest",13:30:00,14:12:00,101
2127,Minnie,Female,35,1,,10:58:00,13:27:00,175
2131,Garrott,Male,39,4,,15:41:00,17:17:00,159
2134,Pooh,Female,46,5,"Leg, Leg, Core",9:31:00,10:47:00,74
2135,Kris,Female,33,3,,13:05:00,14:33:00,91
2139,Nesta,Female,32,3,,19:28:00,22:07:00,87
2140,Brittany,Female,15,5,"Leg, Core, chest",10:33:00,12:36:00,62
2142,Rosalinde,Female,27,1,Leg,8:13:00,10:45:00,52
2143,Ginnifer,Female,43,2,,17:21:00,19:50:00,32
2148,Hazlett,Male,43,2,chest,9:08:00,11:13:00,78
2153,Gail,Male,14,4,"Leg, Leg, Core",16:41:00,18:43:00,150
2160,Millie,Female,33,1,"chest, Leg",15:17:00,16:01:00,151
2161,Adriane,Female,32,3,Core,15:41:00,16:43:00,40
2166,Bordie,Male,45,3,,20:34:00,21:42:00,66
2172,Joni,Female,28,5,"Arm, Leg",8:15:00,9:27:00,51
2174,PancCardioo,Male,22,3,,11:21:00,12:46:00,106
2176,Burty,Male,18,2,,9:34:00,11:21:00,51
2178,Chick,Male,47,2,,11:02:00,12:47:00,108
2180,Nolly,Male,41,4,back,8:33:00,9:21:00,145
2181,Jeremiah,Male,12,1,"back, Core",10:50:00,13:48:00,74
2182,Martguerita,Female,44,3,"Core, chest",9:01:00,11:21:00,81
2185,Webb,Male,35,2,"Leg, Cardio, back",9:20:00,11:42:00,128
2186,Chloe,Female,42,2,,17:42:00,19:32:00,52
2187,Salvidor,Male,12,3,Arm,19:49:00,22:43:00,155
2189,Terry,Male,29,4,"Leg, Core, chest",11:28:00,12:31:00,119
2190,Nealy,Male,47,5,,14:47:00,17:45:00,85
2192,Kaye,Female,23,5,,17:07:00,19:15:00,102
2196,Kendrick,Male,23,3,,20:01:00,21:55:00,72
2197,Cord,Male,39,4,,13:53:00,15:55:00,59
2200,Cooper,Male,33,2,,15:47:00,17:21:00,117
2202,Gualterio,Male,19,1,,8:21:00,10:03:00,103
2203,Rikki,Female,24,4,,18:32:00,19:31:00,33
2205,Trey,Male,38,4,,9:57:00,12:28:00,107
2209,Earl,Male,21,5,,19:07:00,21:40:00,51
2210,Trstram,Male,42,5,,17:44:00,19:53:00,121
2212,Giffer,Male,42,5,,17:21:00,18:33:00,172
2215,Mindy,Female,45,5,"back, back",8:17:00,9:19:00,85
