id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym
1175,Spenser,Male,46,3,back,14:01:00,16:08:00,140
1179,Maryrose,Female,43,3,,17:27:00,19:01:00,103
1190,Nealy,Male,16,4,,14:47:00,17:45:00,42
1194,Bernetta,Female,20,1,,16:54:00,18:55:00,100
1196,Kendrick,Male,43,2,,20:01:00,21:55:00,171
1198,Bret,Male,42,3,chest,13:00:00,14:21:00,150
1201,Sheffield,Male,38,2,"Cardio, Arms",13:31:00,14:48:00,138
1202,Gualterio,Male,33,3,,8:21:00,10:03:00,130
1211,Ethelin,Female,31,1,"Arms, Leg, Cardio",9:10:00,9:57:00,38
1213,Patrizio,Male,14,3,Core,12:58:00,14:21:00,153
1219,Harland,Male,41,3,"Leg, back",14:59:00,16:48:00,171
1220,Any,Male,49,2,,20:57:00,23:26:00,103
1223,Mata,Male,33,2,,20:23:00,21:18:00,31
1224,Oriana,Female,44,5,,20:41:00,22:43:00,116
1227,Lenka,Female,18,4,"Core, Cardio",20:37:00,21:32:00,51
1229,Harper,Male,19,4,,20:39:00,21:33:00,77
1232,Bennett,Male,47,1,"Core, Core",15:16:00,17:16:00,119
1235,Teirtza,Female,45,4,,11:49:00,12:36:00,128
1236,Idell,Female,13,2,chest,15:45:00,17:41:00,96
1237,Marylou,Female,13,4,"Leg, Core",10:32:00,12:17:00,138
1238,Irene,Female,19,1,"Arms, Cardio",20:15:00,22:22:00,48
1243,Ekaterina,Female,48,1,,13:58:00,14:54:00,92
1244,Sella,Female,26,1,back,13:50:00,16:37:00,121
1247,Elvis,Male,18,2,chest,18:44:00,19:43:00,155
1249,Deloris,Female,15,4,Core,18:00:00,19:58:00,112
1250,Peter,Male,27,5,,13:26:00,16:21:00,136
1251,Spenser,Male,45,1,"back, chest, back",8:05:00,9:57:00,153
1253,Sergio,Male,38,2,"back, Cardio, chest",14:33:00,15:57:00,154
1254,Alexei,Male,45,2,,17:12:00,19:36:00,97
1256,Andreana,Female,19,4,"Arms, Leg",17:37:00,18:44:00,49
1257,Worth,Male,49,3,Core,8:12:00,10:02:00,75
1259,Muire,Female,27,3,,10:02:00,11:33:00,102
1261,Eamon,Male,24,4,,12:01:00,14:04:00,136
1264,Padraig,Male,44,2,,15:42:00,16:34:00,114
1267,Bertie,Female,49,5,,11:33:00,12:31:00,36
1268,Chadwick,Male,30,2,,18:08:00,20:23:00,112
1269,Vinny,Male,40,2,,9:59:00,10:31:00,123
1270,Abby,Male,36,5,"chest, chest",15:19:00,16:24:00,47
1273,Quincy,Male,18,3,,11:23:00,13:07:00,51
1274,Elset,Female,20,5,"Arms, Core, Core",19:30:00,22:11:00,132
1276,Horatio,Male,46,1,Cardio,11:21:00,12:22:00,83
1280,Zachariah,Male,39,2,"Arms, Core",10:29:00,12:54:00,120
1281,Dorey,Male,16,2,"Arms, chest, back",15:40:00,17:36:00,78
1282,Daniel,Male,41,2,Core,12:25:00,14:41:00,65
1286,Dimitry,Male,43,4,,20:16:00,22:00:00,107
1288,Piggy,Male,31,5,,17:30:00,18:03:00,164
1291,Barbi,Female,19,3,,9:49:00,11:52:00,98
1292,Mitchel,Male,14,3,,16:59:00,19:12:00,32
1295,Abbie,Male,23,3,,15:28:00,17:03:00,68
1296,Evie,Female,31,4,,10:17:00,12:08:00,119
1299,Avis,Female,18,3,,12:31:00,13:28:00,53
1302,Sigismondo,Male,38,1,"chest, back, back",12:48:00,15:45:00,96
1305,Alfie,Male,36,5,"Leg, Leg, back",8:48:00,11:29:00,85
1308,Jodee,Female,48,4,,11:54:00,13:31:00,150
1309,Virge,Male,24,5,,15:05:00,17:09:00,53
1310,Jeremias,Male,41,5,chest,19:18:00,22:17:00,171
1312,Taite,Male,39,4,"Cardio, Leg",17:41:00,19:28:00,126
1315,Dante,Male,33,3,Core,8:38:00,9:42:00,177
1318,Curran,Male,36,5,,11:37:00,12:12:00,136
1319,Dexter,Male,39,1,,10:38:00,13:32:00,167
1320,Lavinia,Female,40,1,Cardio,9:36:00,11:51:00,42
1325,Quinton,Male,16,4,,10:34:00,11:40:00,49
1327,Noel,Female,30,1,,14:01:00,16:10:00,59
1328,Lexine,Female,49,4,,13:52:00,16:23:00,68
1329,Davy,Male,13,2,Leg,9:15:00,11:04:00,66
1330,Elisabet,Female,28,3,,11:43:00,14:04:00,65
1335,Ladonna,Female,48,3,,13:42:00,15:36:00,151
1336,Malanie,Female,41,1,"Leg, back",10:40:00,13:40:00,73
1341,Rita,Female,30,4,,14:02:00,14:37:00,85
1342,Orren,Male,40,2,"Cardio, Core, Leg",17:57:00,19:48:00,66
1343,Andreana,Female,32,5,Leg,9:53:00,11:35:00,155
1345,Wes,Male,28,3,,14:30:00,17:03:00,177
1348,Karim,Male,18,1,,12:59:00,15:16:00,72
1352,Rici,Female,20,1,"Leg, back",9:42:00,11:48:00,113
1357,Dominga,Female,23,1,"Cardio, Arms",20:55:00,22:31:00,137
1361,Leilah,Female,12,2,"Leg, back",20:04:00,22:37:00,96
1363,Nikki,Male,38,2,"Leg, Cardio",12:17:00,13:38:00,73
1367,Cissy,Female,47,1,"Core, Leg, back",20:22:00,21:13:00,100
1371,Bil,Male,14,4,,20:10:00,20:47:00,80
1372,Ilyse,Female,22,4,"Leg, back, Leg",11:18:00,12:58:00,65
1376,Beryle,Female,30,1,"chest, chest",20:16:00,22:46:00,96
1379,Alexina,Female,20,1,,8:29:00,11:00:00,102
1381,Ronald,Male,23,4,,18:01:00,20:07:00,119
1383,Marje,Female,28,1,,20:26:00,21:13:00,69
1385,Maiga,Female,45,2,Cardio,12:45:00,14:45:00,111
1386,Joel,Male,49,1,"back, Core",13:06:00,14:08:00,168
1387,Woody,Male,48,4,"Core, chest",19:08:00,20:29:00,145
1388,Ave,Male,34,5,Cardio,20:23:00,22:44:00,117
1389,Zola,Female,44,3,Leg,17:57:00,19:04:00,58
1390,Devi,Female,21,5,,8:59:00,9:42:00,116
1395,Shelly,Female,14,2,,19:59:00,22:08:00,115
1399,Rafferty,Male,35,2,,8:38:00,10:51:00,147
1402,Ashly,Female,16,2,"Cardio, back",16:58:00,18:24:00,158
1406,Leela,Female,37,3,"Arms, back",13:03:00,15:14:00,114
1408,Alejandro,Male,31,1,,11:31:00,14:14:00,129
1409,Cthrine,Female,37,2,,18:07:00,19:54:00,34
1412,Adolph,Male,36,1,Cardio,19:02:00,19:55:00,66
1417,Mab,Female,36,4,back,14:53:00,15:29:00,55
1419,Janela,Female,16,2,"back, chest",10:33:00,12:11:00,127
1423,Koren,Female,44,1,"Core, Arms, Leg",18:48:00,20:55:00,111
1424,Kimberlee,Female,14,5,"Arms, Core, chest",12:27:00,13:49:00,131
1425,Rockwell,Male,31,2,,16:21:00,17:41:00,37
1427,Robers,Male,33,4,,16:05:00,17:48:00,69
1428,Ainslie,Female,48,5,"Arms, Core",14:06:00,14:52:00,67
1429,Basil,Male,48,4,"back, Cardio",17:57:00,18:55:00,46
1432,Reed,Male,47,3,"back, Leg, Arms",10:56:00,11:54:00,161
1434,Sabra,Female,21,1,,18:14:00,20:34:00,68
1436,Dalt,Male,36,3,,11:28:00,13:51:00,33
1439,Cchaddie,Male,14,3,back,13:58:00,16:13:00,45
1441,Risa,Female,48,4,"Leg, chest",16:41:00,19:14:00,126
1443,Merrie,Female,26,3,"Leg, Cardio, Core",13:59:00,14:33:00,92
1454,Philippine,Female,31,1,Leg,18:14:00,18:57:00,135
1460,Blithe,Female,26,4,,9:22:00,11:52:00,37
1462,Care,Male,46,2,,10:55:00,13:35:00,80
1465,Abagael,Female,48,2,,14:33:00,16:30:00,140
1467,Gregorio,Male,33,2,chest,8:25:00,11:08:00,64
1468,Nananne,Female,29,4,,9:56:00,11:16:00,122
1470,Gard,Male,41,4,"Arms, Leg, Leg",12:45:00,13:52:00,141
1471,Latisha,Female,48,2,,10:42:00,12:31:00,162
1473,Boniface,Male,41,5,Leg,9:46:00,11:11:00,35
1475,Lyon,Male,33,3,,11:56:00,14:27:00,32
1476,Mendy,Male,18,3,"Core, Cardio",17:37:00,18:15:00,31
1478,Claretta,Female,38,2,,11:56:00,14:22:00,173
1483,Agatha,Female,24,3,chest,18:41:00,20:01:00,39
1488,Hodge,Male,46,2,,17:52:00,18:45:00,154
1494,Mil,Female,19,1,"chest, Core",11:50:00,14:03:00,116
1499,Cecilia,Female,23,3,Core,20:43:00,22:57:00,45
1500,Esdras,Male,36,1,,14:34:00,15:55:00,71
1503,Sib,Female,25,1,,15:10:00,16:35:00,139
1507,Anna-diane,Female,40,5,"Cardio, Arms",15:09:00,16:34:00,143
1508,Josh,Male,14,4,,19:23:00,22:13:00,72
1510,Minor,Male,23,3,"Cardio, back, Arms",12:56:00,14:40:00,64
1514,Darcee,Female,28,2,"Core, back, Cardio",12:43:00,15:19:00,171
1520,Jo-anne,Female,47,5,,19:30:00,20:44:00,49
1521,Mikaela,Female,17,1,,20:33:00,23:06:00,143
1524,Sofie,Female,45,1,"Core, chest",14:20:00,17:13:00,115
1525,Charisse,Female,17,1,,18:22:00,19:32:00,179
1526,Tailor,Male,13,1,Core,13:43:00,14:38:00,90
1529,Errol,Male,47,5,,8:50:00,10:45:00,162
1530,Sandy,Female,25,1,"back, chest",19:59:00,20:45:00,126
1534,Rabbi,Male,36,2,,14:53:00,17:50:00,81
1536,Giselbert,Male,30,1,,16:05:00,17:44:00,53
1538,Jethro,Male,30,2,,8:10:00,10:58:00,35
1544,Bianca,Female,46,4,"chest, back, Core",9:49:00,12:29:00,162
1551,Manda,Female,44,1,,15:38:00,18:16:00,64
1552,Bernetta,Female,30,3,"Leg, chest, Core",15:55:00,17:11:00,135
1554,Kit,Female,16,1,"chest, Cardio",18:15:00,20:02:00,111
1556,Audra,Female,38,2,,10:32:00,11:40:00,42
1560,Marietta,Female,43,2,,15:36:00,17:48:00,106
1561,Monique,Female,37,5,chest,13:20:00,14:11:00,82
1563,Filippa,Female,18,4,,18:39:00,20:06:00,146
1567,Verile,Female,48,5,back,19:09:00,21:43:00,163
1568,Amye,Female,23,3,,10:41:00,11:48:00,102
1569,Pasquale,Male,19,4,"back, Cardio, Leg",20:28:00,22:32:00,94
1573,Iggie,Male,34,1,,18:16:00,21:00:00,73
1575,Laurice,Female,23,3,,16:29:00,19:06:00,67
1578,Lester,Male,35,3,,20:35:00,21:30:00,139
1580,Freedman,Male,48,2,"Leg, back, chest",16:10:00,17:29:00,55
1584,Dallis,Male,37,5,,10:48:00,11:32:00,71
1585,Courtenay,Female,45,5,back,20:45:00,22:20:00,171
1586,Roosevelt,Male,42,3,,8:13:00,9:28:00,80
1587,Cammy,Male,22,4,Leg,15:57:00,17:27:00,53
1590,Toby,Male,49,3,"Core, Cardio",9:51:00,11:47:00,100
1596,Darius,Male,12,1,,20:46:00,23:33:00,139
1598,Ami,Female,12,1,chest,9:21:00,10:54:00,68
1599,Weber,Male,47,3,,8:35:00,10:58:00,145
1600,Meyer,Male,33,2,,19:40:00,20:39:00,145
1602,Germayne,Male,12,2,,15:41:00,17:45:00,124
1606,Ruben,Male,19,4,"Core, Cardio, Leg",20:39:00,22:49:00,47
1609,Marrissa,Female,17,3,"chest, Leg, Core",17:33:00,20:22:00,76
1613,Emlen,Male,12,5,"Core, Core, back",17:32:00,19:31:00,176
1615,Norbie,Male,43,3,,18:07:00,19:13:00,176
1617,Duffie,Male,38,1,,15:28:00,16:07:00,174
1619,Phillip,Male,49,3,,14:29:00,15:58:00,50
1626,Warren,Male,30,4,"Cardio, Cardio",16:57:00,18:59:00,129
1627,Tiffani,Female,14,1,Leg,20:00:00,22:25:00,79
1630,Pablo,Male,47,5,,14:29:00,16:53:00,122
1631,Cordy,Female,31,5,,8:50:00,10:06:00,174
1633,Trula,Female,15,5,Leg,14:42:00,16:22:00,149
1636,Georgeanne,Female,12,5,"Core, back",13:24:00,14:20:00,72
1639,Shea,Female,36,3,back,9:25:00,10:32:00,122
1646,Toiboid,Male,35,3,,17:16:00,19:12:00,128
1648,Kikelia,Female,45,4,back,12:44:00,15:15:00,144
1649,Noelani,Female,27,5,,13:50:00,14:35:00,67
1651,Bradley,Male,21,3,,20:36:00,21:48:00,147
1655,Demetris,Male,21,5,,9:20:00,12:09:00,171
1657,Ricoriki,Male,49,1,"chest, Arms",14:58:00,17:50:00,149
1658,Westleigh,Male,49,4,,19:23:00,21:04:00,141
1660,Bronson,Male,49,1,,9:58:00,12:29:00,48
1661,Aaron,Male,28,1,"Core, Cardio",17:02:00,19:49:00,30
1670,Carmencita,Female,16,4,"Leg, Arms",9:17:00,10:59:00,44
1671,Gery,Male,48,1,,12:36:00,13:56:00,129
1673,Tomi,Female,31,2,back,10:49:00,11:21:00,116
1675,Sidonia,Female,49,4,,11:52:00,13:28:00,156
1678,Jessie,Female,38,1,,13:57:00,16:22:00,123
1682,Maximilien,Male,39,2,,10:54:00,13:07:00,86
1689,Elke,Female,43,2,,9:47:00,12:08:00,175
1690,Simmonds,Male,26,5,,13:10:00,14:21:00,84
1692,Matelda,Female,42,3,"chest, Cardio, Cardio",16:21:00,17:05:00,70
1693,Mignonne,Female,27,2,,17:34:00,19:15:00,159
1694,Shirline,Female,46,2,,16:40:00,18:11:00,35
1696,Janean,Female,23,4,chest,11:43:00,12:51:00,164
1697,Alejandro,Male,25,4,"chest, Cardio, Leg",10:31:00,12:14:00,179
1699,Peadar,Male,34,3,"back, chest",18:06:00,20:05:00,89
1700,Alana,Female,39,5,,16:35:00,17:44:00,101
1701,Julia,Female,27,3,"back, chest, Leg",11:19:00,13:31:00,72
1703,Travers,Male,35,5,"Arms, Leg",16:01:00,19:01:00,162
1704,Hal,Male,45,5,"Core, Leg",20:14:00,22:35:00,88
1707,Grove,Male,16,3,Core,13:31:00,14:16:00,121
1710,Kayley,Female,29,4,"chest, Core, Cardio",10:54:00,12:00:00,68
1712,Paul,Male,18,1,"Core, Leg",13:12:00,14:47:00,130
1713,Walt,Male,44,2,chest,10:37:00,11:27:00,127
1717,Ive,Male,22,3,,11:10:00,12:53:00,112
1719,Pren,Male,38,3,,8:33:00,10:02:00,122
1727,Zeb,Male,18,1,"Leg, Cardio, Core",11:51:00,13:01:00,95
1728,Raina,Female,13,5,"Core, Leg, Arms",20:57:00,22:46:00,108
1730,Courtnay,Male,13,3,,15:28:00,18:18:00,107
1732,Melva,Female,36,4,,13:30:00,15:53:00,129
1740,Kellsie,Female,39,5,,11:16:00,13:42:00,88
1741,Igor,Male,19,5,Arms,20:07:00,22:19:00,151
1744,Prince,Male,32,2,back,10:42:00,11:16:00,104
1747,Loydie,Male,40,4,,13:10:00,14:50:00,120
1751,Nana,Female,33,5,"Leg, Core, chest",13:11:00,15:01:00,73
1753,Jacquette,Female,37,5,,10:11:00,12:17:00,110
1754,Vida,Female,20,1,,15:13:00,16:46:00,172
1764,Lars,Male,16,4,"Core, back",8:10:00,11:10:00,152
1767,Lin,Male,46,3,,13:07:00,14:15:00,133
1768,Benjy,Male,38,4,,14:16:00,15:07:00,139
1774,Dario,Male,16,3,,12:32:00,13:09:00,55
1781,Martyn,Male,18,5,"Arms, chest, back",16:32:00,17:50:00,46
1783,Dion,Male,15,3,"Core, chest, Core",12:16:00,14:43:00,164
1784,Anallise,Female,39,3,,9:38:00,12:16:00,178
1786,Margareta,Female,33,3,,19:32:00,22:10:00,103
1787,Codi,Female,12,2,,11:35:00,13:19:00,156
1790,Derron,Male,30,2,,13:22:00,14:31:00,39
1796,Marylinda,Female,12,5,"Cardio, Cardio",9:21:00,11:58:00,115
1797,Alley,Male,36,2,Leg,9:41:00,10:37:00,97
1800,Roxy,Female,42,1,,9:21:00,11:58:00,164
1801,Bonita,Female,13,1,"Cardio, chest, Cardio",19:19:00,21:34:00,76
1806,Beatriz,Female,44,4,,16:13:00,18:08:00,93
1807,Ardelis,Female,29,3,"back, Cardio",19:35:00,20:13:00,98
1809,Rana,Female,28,2,,13:25:00,14:58:00,83
1812,Kelly,Male,26,4,"Cardio, chest, back",14:30:00,16:24:00,155
1813,Johnathan,Male,12,1,,14:07:00,14:43:00,34
1820,Kial,Female,18,2,,14:33:00,16:35:00,154
1823,Viola,Female,20,1,,16:33:00,18:53:00,65
1824,Junie,Female,22,5,,17:59:00,19:01:00,93
1829,Fields,Male,12,4,"back, Core",9:40:00,10:50:00,58
1830,Micky,Male,21,3,"Cardio, back",12:05:00,14:43:00,143
1835,Mair,Female,34,4,,15:37:00,16:21:00,139
1840,Darell,Female,16,4,,20:26:00,21:46:00,79
1845,Curran,Male,46,2,,17:09:00,19:19:00,127
1848,Pietro,Male,16,4,"Leg, Core",12:00:00,12:53:00,114
1852,Laraine,Female,40,4,,15:43:00,17:40:00,140
1853,Westbrooke,Male,32,4,"Cardio, Core",12:16:00,14:58:00,131
1854,Odelia,Female,12,3,,20:20:00,22:54:00,141
1856,Ester,Female,18,4,"Cardio, back, back",17:05:00,18:41:00,30
1859,Mikey,Male,12,1,"Cardio, chest",14:45:00,15:46:00,133
1862,Zackariah,Male,15,5,"Cardio, chest",17:19:00,19:17:00,85
1863,Wash,Male,31,5,,11:08:00,11:42:00,108
1868,Merlina,Female,34,2,chest,18:26:00,20:00:00,32
1869,Saba,Female,49,5,"Cardio, back",12:09:00,14:40:00,142
1871,Annora,Female,31,3,"Core, Core, Cardio",12:21:00,14:19:00,179
1873,Harwilll,Male,20,3,,20:27:00,21:46:00,101
1875,Lester,Male,36,5,"chest, back",13:45:00,15:30:00,106
1876,Ramona,Female,35,2,Leg,18:32:00,19:44:00,130
1883,Fan,Female,20,1,"Leg, Arms, back",15:31:00,16:43:00,69
1886,Cathryn,Female,41,5,"Cardio, chest",15:47:00,16:56:00,48
1889,Wilt,Male,32,1,Leg,11:41:00,13:52:00,74
1891,Hamilton,Male,16,1,,11:26:00,12:50:00,72
1892,Renard,Male,25,3,,12:22:00,13:29:00,141
1895,Robinet,Male,49,2,,16:53:00,17:28:00,59
1896,Franni,Female,17,3,,10:05:00,11:47:00,38
1897,Andra,Female,12,1,Arms,9:39:00,12:29:00,121
1898,Brandise,Female,41,4,,11:05:00,12:16:00,70
1905,Marika,Female,47,5,,14:09:00,16:31:00,34
1906,Thorsten,Male,15,2,,9:22:00,10:17:00,105
1908,Grazia,Female,23,5,,10:25:00,12:51:00,95
1909,Randy,Male,42,4,chest,13:35:00,16:32:00,111
1917,Ignaz,Male,47,3,,19:29:00,21:15:00,87
1919,Devlin,Male,47,4,,19:43:00,20:53:00,99
1924,Carling,Male,43,4,,17:57:00,19:46:00,69
1927,Tye,Male,34,5,Leg,10:03:00,10:53:00,129
1928,Pamela,Female,12,3,,17:33:00,18:42:00,31
1929,Aldous,Male,15,4,"Arms, chest",9:38:00,11:38:00,162
1930,Vita,Female,13,3,,13:57:00,14:41:00,90
1931,Dori,Female,48,5,,16:33:00,18:18:00,123
1932,Francklin,Male,22,5,"back, Cardio, Core",10:48:00,12:18:00,71
1934,Dionis,Female,45,3,,13:53:00,15:44:00,118
1936,Briano,Male,37,4,"chest, Core, back",15:31:00,16:33:00,131
1938,Merle,Male,26,2,"back, back, Leg",9:57:00,12:11:00,76
1939,Carlen,Female,37,1,,12:50:00,13:21:00,179
1941,Matias,Male,21,1,,10:21:00,13:17:00,158
1942,Lindon,Male,41,3,,10:47:00,12:58:00,98
1943,Ransell,Male,26,3,,11:58:00,13:01:00,103
1944,Marty,Female,45,5,,9:41:00,12:34:00,54
1945,Doris,Female,43,3,,17:14:00,19:45:00,145
1947,Elladine,Female,15,3,,9:42:00,11:23:00,59
1950,Karyn,Female,45,4,"Leg, Leg",15:44:00,18:43:00,174
1952,Ricky,Male,21,5,"Core, back, Arms",19:21:00,20:04:00,161
1954,Ivor,Male,34,4,"Cardio, back, back",15:27:00,18:03:00,126
1959,Gunilla,Female,26,3,,9:22:00,9:52:00,44
1960,Brenn,Female,37,2,,10:14:00,10:55:00,45
1962,Wenona,Female,39,5,,13:28:00,15:55:00,134
1963,Bone,Male,38,5,"Core, back",9:23:00,10:42:00,83
1967,Jacynth,Female,47,1,"Core, Cardio, chest",11:42:00,14:11:00,119
1970,Beale,Male,29,5,,8:22:00,8:54:00,41
1976,Veda,Female,16,3,,16:39:00,19:26:00,173
1978,Tremaine,Male,19,1,,19:00:00,19:33:00,117
1987,Hadria,Female,19,5,,19:04:00,20:26:00,56
1993,Melantha,Female,30,5,"Leg, Cardio, Leg",9:42:00,10:49:00,65
1997,Elaina,Female,38,2,"Core, chest",9:14:00,12:01:00,46
1998,Humfried,Male,24,3,,17:21:00,20:21:00,125
2000,Norrie,Female,42,4,,16:41:00,17:13:00,167
2007,Anson,Male,38,4,Cardio,19:46:00,20:59:00,68
2014,Alie,Female,17,2,,19:50:00,22:43:00,72
2015,Charmine,Female,12,4,,20:12:00,20:52:00,55
2018,Trixy,Female,27,1,,16:54:00,19:39:00,121
2022,Jamey,Male,30,5,back,15:06:00,15:36:00,51
2028,Wat,Male,39,3,"chest, Leg, Leg",19:41:00,22:36:00,70
2029,Kandy,Female,44,1,,11:25:00,14:03:00,106
2030,Nissa,Female,18,5,Leg,20:15:00,22:22:00,32
2032,Nataniel,Male,44,3,,20:53:00,21:34:00,50
2034,Trudi,Female,23,4,Core,14:42:00,16:45:00,103
2035,Alf,Male,23,1,,18:15:00,19:07:00,52
2036,Morie,Male,28,2,"Core, chest, Cardio",13:39:00,14:10:00,83
2037,Shelby,Female,13,4,,9:02:00,11:39:00,131
2038,Sibella,Female,22,1,,8:39:00,9:49:00,53
2042,Bambie,Female,48,1,,9:38:00,11:03:00,138
2046,Aridatha,Female,47,3,"Leg, Core, Leg",18:41:00,20:18:00,61
2050,Nora,Female,15,4,"chest, Core",8:54:00,9:48:00,127
2051,Maximilianus,Male,32,4,,9:43:00,12:09:00,41
2053,Jada,Female,35,5,"chest, back",9:26:00,11:45:00,55
2054,Maud,Female,18,1,"Arms, Leg, chest",20:36:00,23:18:00,90
2058,Benton,Male,33,5,"chest, Leg, back",12:19:00,12:56:00,31
2062,Talia,Female,24,5,,10:28:00,11:38:00,117
2066,Constancia,Female,28,5,,13:06:00,15:49:00,110
2068,Shelden,Male,26,4,"Leg, Arms",13:04:00,15:03:00,76
2070,Franky,Female,17,4,,11:11:00,13:15:00,170
2071,Vincenz,Male,44,1,"chest, chest, Arms",13:04:00,14:35:00,151
2073,Guillaume,Male,14,3,,17:06:00,19:52:00,153
2075,Florry,Female,48,3,,9:57:00,12:07:00,38
2078,Boigie,Male,49,3,"Core, back, chest",16:16:00,18:36:00,64
2079,Morgan,Female,31,4,"Core, Cardio, chest",12:44:00,14:31:00,62
2080,Merrily,Female,20,4,"back, Core, Leg",18:19:00,19:26:00,36
2087,Thorsten,Male,34,4,back,12:51:00,14:27:00,92
2089,Shirlee,Female,47,3,back,10:34:00,11:38:00,162
2095,Jen,Female,35,1,"chest, Leg, Arms",10:10:00,11:24:00,138
2098,Emanuel,Male,27,4,,16:57:00,18:07:00,175
2100,Cherise,Female,42,5,,8:34:00,9:53:00,173
2102,Shayna,Female,42,3,"chest, Leg, Core",17:42:00,18:58:00,167
2103,Falito,Male,19,5,"Arms, Leg, Leg",10:29:00,11:39:00,119
2106,Tomkin,Male,12,2,Arms,19:57:00,20:27:00,70
2108,Vivia,Female,31,4,"Leg, Core, Cardio",19:52:00,20:53:00,164
2114,Catherine,Female,19,1,,13:51:00,16:27:00,71
2115,Mae,Female,31,1,,14:36:00,15:26:00,174
2116,Esra,Male,48,3,,19:08:00,21:25:00,169
2118,Esra,Male,25,4,,8:23:00,11:10:00,74
2124,Fifi,Female,47,2,,14:40:00,15:28:00,141
2141,Park,Male,23,5,Cardio,19:59:00,21:54:00,97
2142,Rosalinde,Female,27,1,Leg,8:13:00,10:45:00,52
2145,Winne,Female,46,3,,10:11:00,12:23:00,175
2146,Julina,Female,13,5,"Core, chest, back",20:23:00,23:12:00,71
2147,Timothee,Male,46,1,"Leg, Core",18:19:00,20:47:00,169
2148,Hazlett,Male,43,2,chest,9:08:00,11:13:00,78
2157,Jillie,Female,22,1,,11:51:00,13:56:00,36
2160,Millie,Female,33,1,"chest, Leg",15:17:00,16:01:00,151
2164,Quincy,Male,15,5,,17:41:00,19:32:00,93
2167,Nessie,Female,23,3,"Leg, Cardio, back",9:55:00,11:08:00,143
2168,Desi,Male,46,4,Leg,12:27:00,14:20:00,153
2170,Rodger,Male,25,4,,12:12:00,13:58:00,40
2172,Joni,Female,28,5,"Arms, Leg",8:15:00,9:27:00,51
2175,Spenser,Male,46,1,back,14:01:00,16:08:00,156
2179,Maryrose,Female,33,5,,17:27:00,19:01:00,53
2190,Nealy,Male,47,5,,14:47:00,17:45:00,85
2194,Bernetta,Female,26,1,,16:54:00,18:55:00,86
2196,Kendrick,Male,23,3,,20:01:00,21:55:00,72
2198,Bret,Male,36,5,chest,13:00:00,14:21:00,176
2201,Sheffield,Male,14,2,"Cardio, Arms",13:31:00,14:48:00,142
2202,Gualterio,Male,19,1,,8:21:00,10:03:00,103
2211,Ethelin,Female,23,3,"Arms, Leg, Cardio",9:10:00,9:57:00,42
2213,Patrizio,Male,31,2,Core,12:58:00,14:21:00,123
2219,Harland,Male,13,2,"Leg, back",14:59:00,16:48:00,161
2220,Any,Male,42,3,,20:57:00,23:26:00,115
2223,Mata,Male,43,4,,20:23:00,21:18:00,54
2224,Oriana,Female,23,3,,20:41:00,22:43:00,125
2227,Lenka,Female,34,1,"Core, Cardio",20:37:00,21:32:00,58
2229,Harper,Male,34,4,,20:39:00,21:33:00,150
2232,Bennett,Male,13,5,"Core, Core",15:16:00,17:16:00,35
2235,Teirtza,Female,48,4,,11:49:00,12:36:00,70
2236,Idell,Female,42,4,chest,15:45:00,17:41:00,101
2237,Marylou,Female,33,1,"Leg, Core",10:32:00,12:17:00,77
2238,Irene,Female,29,1,"Arms, Cardio",20:15:00,22:22:00,45
2243,Ekaterina,Female,13,4,,13:58:00,14:54:00,75
2244,Sella,Female,34,1,back,13:50:00,16:37:00,135
2247,Elvis,Male,41,2,chest,18:44:00,19:43:00,103
2249,Deloris,Female,43,4,Core,18:00:00,19:58:00,173
2250,Peter,Male,48,3,,13:26:00,16:21:00,39
2251,Spenser,Male,45,2,"back, chest, back",8:05:00,9:57:00,129
2253,Sergio,Male,49,3,"back, Cardio, chest",14:33:00,15:57:00,134
2254,Alexei,Male,46,2,,17:12:00,19:36:00,101
2256,Andreana,Female,46,5,"Arms, Leg",17:37:00,18:44:00,104
2257,Worth,Male,27,5,Core,8:12:00,10:02:00,40
2259,Muire,Female,41,4,,10:02:00,11:33:00,154
2261,Eamon,Male,44,4,,12:01:00,14:04:00,73
2264,Padraig,Male,39,5,,15:42:00,16:34:00,61
2267,Bertie,Female,42,3,,11:33:00,12:31:00,165
2268,Chadwick,Male,29,2,,18:08:00,20:23:00,178
2269,Vinny,Male,29,4,,9:59:00,10:31:00,34
2270,Abby,Male,47,5,"chest, chest",15:19:00,16:24:00,141
2273,Quincy,Male,12,3,,11:23:00,13:07:00,39
2274,Elset,Female,34,4,"Arms, Core, Core",19:30:00,22:11:00,47
2276,Horatio,Male,37,2,Cardio,11:21:00,12:22:00,146
2280,Zachariah,Male,39,1,"Arms, Core",10:29:00,12:54:00,132
2281,Dorey,Male,21,3,"Arms, chest, back",15:40:00,17:36:00,102
2282,Daniel,Male,36,3,Core,12:25:00,14:41:00,172
2286,Dimitry,Male,32,4,,20:16:00,22:00:00,156
2288,Piggy,Male,44,5,,17:30:00,18:03:00,110
2291,Barbi,Female,35,1,,9:49:00,11:52:00,103
2292,Mitchel,Male,40,4,,16:59:00,19:12:00,92
2295,Abbie,Male,49,2,,15:28:00,17:03:00,154
2296,Evie,Female,25,1,,10:17:00,12:08:00,110
