id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Tue
1047,Sigfrid,Male,26,4,,15:02:00,16:06:00,154,True
1048,Dick,Male,44,2,"back, back, leg",16:29:00,17:17:00,47,True
1049,Anette,Female,49,3,back,11:56:00,14:53:00,107,True
1055,Chadd,Male,35,4,"leg, back, chest",15:49:00,17:54:00,103,True
1057,Isahella,Female,17,5,,08:36:00,09:29:00,106,True
1060,Lesley,Female,32,3,"Core, back",19:38:00,20:36:00,100,True
1061,Eulalie,Female,32,3,,18:30:00,21:01:00,124,True
1063,Chaddy,Male,48,5,,17:22:00,18:51:00,150,True
1065,Dierdre,Female,47,2,,13:55:00,14:43:00,79,True
1074,Bone,Male,21,3,,20:17:00,22:56:00,93,True
1075,Florry,Female,15,2,,09:57:00,12:07:00,36,True
1076,Thaddeus,Male,49,4,,15:33:00,17:44:00,83,True
1077,Alexine,Female,25,1,,15:54:00,16:25:00,145,True
1079,Morgan,Female,24,3,"Core, Cardio, chest",12:44:00,14:31:00,92,True
1080,Merrily,Female,39,3,"back, Core, leg",18:19:00,19:26:00,147,True
1082,Sayres,Male,34,4,"Running, leg, Core",18:55:00,21:36:00,96,True
1084,Rusty,Male,14,4,"back, Arm, Running",09:15:00,12:06:00,57,True
1086,Kailey,Female,45,3,"chest, Core, back",20:29:00,22:52:00,92,True
1091,Perri,Female,38,3,,13:04:00,13:50:00,67,True
1095,Jen,Female,24,3,"chest, leg, Cardio",10:10:00,11:24:00,77,True
1101,Giselbert,Male,43,3,Arm,10:11:00,12:14:00,67,True
1103,Falito,Male,36,1,"Cardio, Running, leg",10:29:00,11:39:00,88,True
1106,Tomkin,Male,42,3,Cardio,19:57:00,20:27:00,134,True
1112,Waylin,Male,18,1,"Cardio, Cardio, back",16:33:00,18:39:00,38,True
1114,Catherine,Female,37,2,,13:51:00,16:27:00,86,True
1119,Bank,Male,22,3,"Arm, chest",13:30:00,14:12:00,151,True
1124,Fifi,Female,20,2,,14:40:00,15:28:00,86,True
1125,Jae,Male,35,4,,14:09:00,15:20:00,172,True
1128,Lian,Female,42,5,,14:23:00,16:17:00,132,True
1132,Finley,Male,12,5,,18:11:00,19:24:00,174,True
1135,Kris,Female,42,3,,13:05:00,14:33:00,136,True
1139,Nesta,Female,31,2,,19:28:00,22:07:00,142,True
1141,Park,Male,40,4,Cardio,19:59:00,21:54:00,144,True
1142,Rosalinde,Female,34,2,Running,08:13:00,10:45:00,129,True
1145,Winne,Female,12,3,,10:11:00,12:23:00,39,True
1157,Jillie,Female,27,2,,11:51:00,13:56:00,50,True
1158,Torrance,Male,18,5,,14:12:00,17:04:00,151,True
1159,Ruthann,Female,18,3,back,17:57:00,19:56:00,57,True
1163,Cesaro,Male,45,3,,08:42:00,09:39:00,121,True
1164,Quincy,Male,25,5,,17:41:00,19:32:00,59,True
1167,Nessie,Female,32,4,"Running, Cardio, back",09:55:00,11:08:00,135,True
1168,Desi,Male,49,2,Running,12:27:00,14:20:00,98,True
1170,Rodger,Male,35,2,,12:12:00,13:58:00,175,True
1172,Joni,Female,26,1,"Cardio, leg",08:15:00,09:27:00,130,True
1178,Chick,Male,14,5,,11:02:00,12:47:00,180,True
1187,Salvidor,Male,37,1,Cardio,19:49:00,22:43:00,120,True
1190,Nealy,Male,16,4,,14:47:00,17:45:00,42,True
1191,Cirstoforo,Male,23,5,,13:48:00,14:42:00,55,True
1192,Kaye,Female,35,5,,17:07:00,19:15:00,118,True
1193,Candie,Female,26,1,"Core, Arm",13:57:00,16:42:00,43,True
1195,Ferd,Male,14,3,,11:23:00,14:13:00,126,True
1199,Elfie,Female,34,2,,09:55:00,10:32:00,45,True
1201,Sheffield,Male,38,2,"Arm, Cardio",13:31:00,14:48:00,138,True
1204,Roderigo,Male,24,5,"Cardio, leg",17:13:00,17:49:00,44,True
1209,Earl,Male,22,3,,19:07:00,21:40:00,116,True
1215,Mindy,Female,22,2,"back, back",08:17:00,09:19:00,45,True
1216,Isaak,Male,40,5,,12:37:00,14:46:00,154,True
1217,Denver,Male,31,4,,12:42:00,14:21:00,60,True
1220,Any,Male,49,2,,20:57:00,23:26:00,103,True
1221,Elbert,Male,16,3,,12:13:00,12:50:00,65,True
1222,Jesse,Male,43,2,"Cardio, leg, Arm",20:01:00,22:57:00,57,True
1223,Mata,Male,33,2,,20:23:00,21:18:00,31,True
1226,Marlin,Male,34,3,,15:01:00,16:52:00,97,True
1227,Lenka,Female,18,4,"Core, Cardio",20:37:00,21:32:00,51,True
1229,Harper,Male,19,4,,20:39:00,21:33:00,77,True
1232,Bennett,Male,47,1,"Core, Core",15:16:00,17:16:00,119,True
1233,Jennilee,Female,31,3,,08:34:00,11:04:00,134,True
1235,Teirtza,Female,45,4,,11:49:00,12:36:00,128,True
1236,Idell,Female,13,2,chest,15:45:00,17:41:00,96,True
1240,Stanton,Male,23,2,back,15:49:00,17:30:00,140,True
1244,Sella,Female,26,1,back,13:50:00,16:37:00,121,True
1246,Kary,Female,45,4,,09:12:00,11:51:00,39,True
1247,Elvis,Male,18,2,chest,18:44:00,19:43:00,155,True
1249,Deloris,Female,15,4,Core,18:00:00,19:58:00,112,True
1252,Margarita,Female,41,2,"chest, Arm, leg",10:17:00,11:19:00,173,True
1254,Alexei,Male,45,2,,17:12:00,19:36:00,97,True
1257,Worth,Male,49,3,Core,08:12:00,10:02:00,75,True
1259,Muire,Female,27,3,,10:02:00,11:33:00,102,True
1260,Jaquelyn,Female,33,2,,08:20:00,11:05:00,166,True
1261,Eamon,Male,24,4,,12:01:00,14:04:00,136,True
1264,Padraig,Male,44,2,,15:42:00,16:34:00,114,True
1265,Reina,Female,37,2,,19:52:00,20:36:00,112,True
1266,Prudence,Female,49,3,"Core, back, chest",18:07:00,19:57:00,110,True
1267,Bertie,Female,49,5,,11:33:00,12:31:00,36,True
1268,Chadwick,Male,30,2,,18:08:00,20:23:00,112,True
1272,Arley,Male,39,4,back,13:20:00,14:14:00,85,True
1276,Horatio,Male,46,1,Cardio,11:21:00,12:22:00,83,True
1278,Leon,Male,48,3,"back, back, Cardio",13:19:00,16:17:00,140,True
1284,Marnie,Female,15,5,,12:52:00,14:48:00,35,True
1285,Earl,Male,15,2,,13:33:00,14:55:00,42,True
1286,Dimitry,Male,43,4,,20:16:00,22:00:00,107,True
1288,Piggy,Male,31,5,,17:30:00,18:03:00,164,True
1297,Georas,Male,25,5,,17:29:00,18:11:00,142,True
1299,Avis,Female,18,3,,12:31:00,13:28:00,53,True
1300,Ives,Male,24,3,leg,14:53:00,16:22:00,151,True
1301,Amalea,Female,44,3,"back, Running, chest",13:06:00,13:43:00,36,True
1302,Sigismondo,Male,38,1,"chest, back, back",12:48:00,15:45:00,96,True
1303,Therese,Female,49,2,,13:32:00,16:17:00,61,True
1308,Jodee,Female,48,4,,11:54:00,13:31:00,150,True
1312,Taite,Male,39,4,"Cardio, leg",17:41:00,19:28:00,126,True
1316,Eric,Male,18,4,,20:52:00,23:41:00,153,True
1317,Willie,Male,15,2,,11:06:00,12:27:00,103,True
1320,Lavinia,Female,40,1,Arm,09:36:00,11:51:00,42,True
1321,Ernesto,Male,33,2,,14:11:00,16:31:00,96,True
1324,Belicia,Female,15,5,"Cardio, Arm, Running",19:16:00,19:48:00,143,True
1326,Corette,Female,19,5,,18:24:00,20:33:00,132,True
1328,Lexine,Female,49,4,,13:52:00,16:23:00,68,True
1332,Corey,Female,13,3,Core,20:22:00,22:56:00,129,True
1339,Brenda,Female,13,2,"Core, chest, Cardio",15:40:00,17:39:00,65,True
1340,Sanderson,Male,17,2,"Arm, Cardio, Core",18:51:00,21:27:00,166,True
1342,Orren,Male,40,2,"Arm, Core, leg",17:57:00,19:48:00,66,True
1343,Andreana,Female,32,5,Running,09:53:00,11:35:00,155,True
1344,Janela,Female,26,5,"Arm, Cardio",12:50:00,13:59:00,118,True
1350,Joelie,Female,29,4,"Cardio, Core, Arm",16:20:00,18:55:00,89,True
1351,Jerri,Male,25,5,"chest, back, chest",19:27:00,21:05:00,75,True
1354,Shoshanna,Female,22,5,chest,17:13:00,18:29:00,64,True
1359,Alikee,Female,22,5,,15:21:00,18:12:00,109,True
1360,Wini,Female,19,5,"Cardio, chest",17:04:00,20:00:00,156,True
1361,Leilah,Female,12,2,"Running, back",20:04:00,22:37:00,96,True
1364,Thea,Female,13,5,"leg, back, Core",10:47:00,11:41:00,164,True
1374,Portia,Female,40,3,Arm,17:43:00,19:19:00,66,True
1377,Parke,Male,32,3,,14:36:00,16:16:00,82,True
1379,Alexina,Female,20,1,,08:29:00,11:00:00,102,True
1381,Ronald,Male,23,4,,18:01:00,20:07:00,119,True
1382,Hagen,Male,39,4,Arm,14:20:00,16:59:00,43,True
1384,Priscilla,Female,33,3,"chest, Arm",17:35:00,19:12:00,133,True
1390,Devi,Female,21,5,,08:59:00,09:42:00,116,True
1391,Cordelie,Female,23,1,,13:34:00,15:09:00,93,True
1393,Lenna,Female,44,2,"Core, back, chest",10:09:00,11:45:00,63,True
1397,Hetti,Female,34,5,,08:47:00,11:05:00,152,True
1398,Edna,Female,14,2,"Cardio, Cardio, back",10:37:00,12:47:00,170,True
1403,Nelie,Female,19,1,,15:15:00,18:09:00,85,True
1404,Ronna,Female,38,5,"back, Running, leg",11:02:00,13:55:00,149,True
1406,Leela,Female,37,3,"Cardio, back",13:03:00,15:14:00,114,True
1409,Cthrine,Female,37,2,,18:07:00,19:54:00,34,True
1420,Durward,Male,39,5,,11:27:00,13:26:00,138,True
1422,Jessalin,Female,48,1,,12:46:00,14:42:00,102,True
1423,Koren,Female,44,1,"Core, Cardio, Running",18:48:00,20:55:00,111,True
1425,Rockwell,Male,31,2,,16:21:00,17:41:00,37,True
1428,Ainslie,Female,48,5,"Cardio, Core",14:06:00,14:52:00,67,True
1432,Reed,Male,47,3,"back, Running, Cardio",10:56:00,11:54:00,161,True
1433,Becca,Female,38,1,,14:51:00,15:34:00,86,True
1435,Maisie,Female,34,2,back,14:44:00,17:31:00,178,True
1440,Griffin,Male,28,1,"Running, Core, Core",13:10:00,15:21:00,38,True
1441,Risa,Female,48,4,"leg, chest",16:41:00,19:14:00,126,True
1443,Merrie,Female,26,3,"Running, Arm, Core",13:59:00,14:33:00,92,True
1449,Catriona,Female,41,1,"chest, Cardio, back",18:43:00,19:47:00,122,True
1450,Hunter,Male,27,4,"Running, chest, Core",19:08:00,21:45:00,45,True
1453,Malynda,Female,39,1,"back, Core, Running",18:36:00,21:04:00,111,True
1456,Preston,Male,40,5,back,14:55:00,17:48:00,43,True
1460,Blithe,Female,26,4,,09:22:00,11:52:00,37,True
1464,Arda,Female,14,1,"chest, Core",20:54:00,23:53:00,173,True
1467,Gregorio,Male,33,2,chest,08:25:00,11:08:00,64,True
1476,Mendy,Male,18,3,"Core, Cardio",17:37:00,18:15:00,31,True
1479,Ingamar,Male,20,3,,12:23:00,13:22:00,158,True
1481,Felicdad,Female,21,3,,20:40:00,22:28:00,91,True
1482,Edmund,Male,12,2,Cardio,12:50:00,14:27:00,124,True
1486,Bret,Male,47,4,Cardio,17:10:00,19:02:00,163,True
1488,Hodge,Male,46,2,,17:52:00,18:45:00,154,True
1492,Angel,Male,46,5,,11:43:00,14:36:00,109,True
1493,Elka,Female,42,3,"back, Arm",15:14:00,17:55:00,53,True
1495,Efren,Male,45,3,,08:41:00,09:25:00,102,True
1498,Dall,Male,25,5,"chest, Running, back",10:38:00,12:41:00,110,True
1499,Cecilia,Female,23,3,Core,20:43:00,22:57:00,45,True
1502,Nolly,Male,17,3,,16:10:00,17:18:00,100,True
1504,Filia,Female,46,1,"Arm, Running, Cardio",12:33:00,13:14:00,142,True
1505,Remus,Male,36,5,,16:19:00,17:06:00,40,True
1512,Jarred,Male,26,3,"Core, Cardio",19:02:00,21:52:00,120,True
1513,Kermy,Male,34,4,"back, back",14:30:00,16:52:00,114,True
1517,Alec,Male,35,3,,08:44:00,09:25:00,156,True
1520,Jo-anne,Female,47,5,,19:30:00,20:44:00,49,True
1521,Mikaela,Female,17,1,,20:33:00,23:06:00,143,True
1523,Klarika,Female,13,2,,17:59:00,19:36:00,108,True
1525,Charisse,Female,17,1,,18:22:00,19:32:00,179,True
1526,Tailor,Male,13,1,Core,13:43:00,14:38:00,90,True
1529,Errol,Male,47,5,,08:50:00,10:45:00,162,True
1533,Cyndie,Female,39,5,,18:58:00,21:06:00,64,True
1534,Rabbi,Male,36,2,,14:53:00,17:50:00,81,True
1535,Enos,Male,41,5,chest,17:46:00,18:42:00,59,True
1540,Ermanno,Male,22,1,"back, chest, back",08:58:00,10:44:00,58,True
1543,Perle,Female,46,3,,14:45:00,16:48:00,137,True
1549,Sebastiano,Male,21,2,"chest, back",16:27:00,18:46:00,33,True
1550,Charyl,Female,26,1,,18:01:00,20:11:00,36,True
1561,Monique,Female,37,5,chest,13:20:00,14:11:00,82,True
1563,Filippa,Female,18,4,,18:39:00,20:06:00,146,True
1565,Thorsten,Male,12,5,back,12:52:00,14:13:00,49,True
1568,Amye,Female,23,3,,10:41:00,11:48:00,102,True
1571,Emmalynne,Female,19,5,,10:11:00,12:32:00,85,True
1572,Sheila,Female,32,1,"leg, Cardio",17:04:00,18:45:00,160,True
1574,Stafani,Female,49,5,,19:30:00,21:50:00,76,True
1576,Brade,Male,41,1,Running,12:40:00,14:21:00,106,True
1578,Lester,Male,35,3,,20:35:00,21:30:00,139,True
1579,Nickey,Male,31,3,,19:50:00,22:25:00,52,True
1580,Freedman,Male,48,2,"Running, back, chest",16:10:00,17:29:00,55,True
1581,Albert,Male,33,3,,15:25:00,18:06:00,53,True
1588,Rochester,Male,40,2,"chest, Core",08:22:00,09:58:00,83,True
1591,Waylen,Male,44,3,"Arm, Cardio, back",12:50:00,13:26:00,105,True
1592,Aurie,Female,28,4,"chest, Core, leg",10:17:00,12:47:00,113,True
1593,Honor,Female,21,2,,19:51:00,20:25:00,135,True
1595,Orazio,Male,23,5,"chest, back, Core",17:06:00,18:28:00,55,True
1596,Darius,Male,12,1,,20:46:00,23:33:00,139,True
1599,Weber,Male,47,3,,08:35:00,10:58:00,145,True
1603,Ingamar,Male,30,4,,15:24:00,17:57:00,97,True
1605,Joey,Male,41,5,"Arm, Running",17:42:00,18:39:00,157,True
1612,Alameda,Female,46,5,,13:42:00,14:20:00,161,True
1613,Emlen,Male,12,5,"Core, Core, back",17:32:00,19:31:00,176,True
1614,Phineas,Male,45,1,,09:37:00,11:16:00,35,True
1615,Norbie,Male,43,3,,18:07:00,19:13:00,176,True
1616,Dennis,Male,38,3,,11:30:00,12:56:00,154,True
1617,Duffie,Male,38,1,,15:28:00,16:07:00,174,True
1618,Earlie,Male,47,2,,20:35:00,21:51:00,56,True
1619,Phillip,Male,49,3,,14:29:00,15:58:00,50,True
1622,Glory,Female,38,3,"back, Arm",15:30:00,16:19:00,67,True
1623,Merralee,Female,18,2,back,08:25:00,09:12:00,75,True
1625,Olympie,Female,47,5,,19:28:00,20:35:00,45,True
1626,Warren,Male,30,4,"Cardio, Arm",16:57:00,18:59:00,129,True
1639,Shea,Female,36,3,back,09:25:00,10:32:00,122,True
1640,Romola,Female,35,5,"chest, Cardio",10:00:00,11:01:00,113,True
1644,Catlee,Female,35,3,"Running, chest, chest",12:54:00,13:26:00,153,True
1645,Padget,Male,48,5,"chest, back, back",17:23:00,18:17:00,168,True
1646,Toiboid,Male,35,3,,17:16:00,19:12:00,128,True
1650,Holly,Male,15,5,"back, chest, leg",14:54:00,17:17:00,64,True
1656,Barbabas,Male,28,2,"back, Cardio, chest",17:13:00,19:26:00,130,True
1659,Ailina,Female,37,3,,18:02:00,19:23:00,161,True
1661,Aaron,Male,28,1,"Core, Cardio",17:02:00,19:49:00,30,True
1662,Giffer,Male,33,4,"back, Arm, Cardio",11:41:00,14:07:00,124,True
1666,Hesther,Female,47,2,Cardio,10:42:00,12:53:00,108,True
1669,Ashia,Female,21,1,"Arm, Running",19:04:00,20:13:00,77,True
1670,Carmencita,Female,16,4,"leg, Cardio",09:17:00,10:59:00,44,True
1673,Tomi,Female,31,2,back,10:49:00,11:21:00,116,True
1674,Yehudit,Male,30,4,"Arm, back, Cardio",20:16:00,21:57:00,30,True
1680,Farlee,Male,21,3,"Cardio, back",16:33:00,19:17:00,49,True
1685,Norbie,Male,22,5,,18:35:00,19:07:00,103,True
1686,Nessa,Female,43,4,,10:16:00,13:15:00,56,True
1689,Elke,Female,43,2,,09:47:00,12:08:00,175,True
1691,Guss,Male,46,3,,10:17:00,12:44:00,109,True
1692,Matelda,Female,42,3,"chest, Cardio, Arm",16:21:00,17:05:00,70,True
1696,Janean,Female,23,4,chest,11:43:00,12:51:00,164,True
1697,Alejandro,Male,25,4,"chest, Arm, leg",10:31:00,12:14:00,179,True
1699,Peadar,Male,34,3,"back, chest",18:06:00,20:05:00,89,True
1700,Alana,Female,39,5,,16:35:00,17:44:00,101,True
1701,Julia,Female,27,3,"back, chest, leg",11:19:00,13:31:00,72,True
1702,Rudiger,Male,16,5,,10:22:00,12:17:00,38,True
1707,Grove,Male,16,3,Core,13:31:00,14:16:00,121,True
1709,Rudolfo,Male,37,1,"Arm, leg, chest",17:58:00,20:00:00,156,True
1710,Kayley,Female,29,4,"chest, Core, Cardio",10:54:00,12:00:00,68,True
1717,Ive,Male,22,3,,11:10:00,12:53:00,112,True
1719,Pren,Male,38,3,,08:33:00,10:02:00,122,True
1720,Lloyd,Male,15,3,"back, Running, back",19:42:00,21:46:00,47,True
1724,Riccardo,Male,30,4,"Arm, Cardio",19:06:00,21:10:00,60,True
1725,Querida,Female,24,5,,19:18:00,21:30:00,34,True
1728,Raina,Female,13,5,"Core, leg, Cardio",20:57:00,22:46:00,108,True
1729,Sasha,Male,24,2,,19:38:00,20:20:00,60,True
1731,Caitrin,Female,22,3,Core,09:10:00,09:44:00,68,True
1732,Melva,Female,36,4,,13:30:00,15:53:00,129,True
1738,Dorian,Female,32,2,back,11:21:00,13:01:00,140,True
1739,Carmelia,Female,30,2,,15:28:00,17:17:00,175,True
1745,Lonna,Female,36,5,"chest, Cardio",13:37:00,15:12:00,49,True
1746,Dallon,Male,27,4,"Cardio, leg",10:09:00,11:57:00,176,True
1750,Agnese,Female,42,1,"chest, back, chest",10:28:00,11:32:00,80,True
1752,Daile,Female,27,3,,08:05:00,10:17:00,135,True
1755,Mommy,Female,33,4,,18:39:00,19:37:00,180,True
1758,Gabbi,Female,48,2,,15:16:00,16:04:00,99,True
1761,Leonerd,Male,23,3,"back, Running",13:41:00,16:19:00,129,True
1762,Ardis,Female,31,3,"Cardio, Running",12:13:00,12:54:00,104,True
1763,Gabbie,Female,25,2,Cardio,15:39:00,18:01:00,136,True
1764,Lars,Male,16,4,"Core, back",08:10:00,11:10:00,152,True
1769,Glynda,Female,35,4,"Arm, Core",13:25:00,14:52:00,113,True
1771,Dominique,Female,24,1,,20:00:00,20:53:00,148,True
1773,Willis,Male,42,3,"leg, Cardio, Cardio",18:25:00,21:08:00,51,True
1774,Dario,Male,16,3,,12:32:00,13:09:00,55,True
1775,Odella,Female,46,2,Cardio,09:35:00,11:04:00,127,True
1777,Harriette,Female,30,5,,14:58:00,17:40:00,120,True
1778,Zacharias,Male,28,1,Cardio,20:17:00,22:50:00,82,True
1779,Lorenza,Female,48,5,"Arm, chest",08:37:00,11:17:00,170,True
1780,Dulsea,Female,16,3,,13:20:00,15:17:00,132,True
1781,Martyn,Male,18,5,"Cardio, chest, back",16:32:00,17:50:00,46,True
1782,Elvera,Female,37,3,,14:03:00,15:48:00,87,True
1784,Anallise,Female,39,3,,09:38:00,12:16:00,178,True
1786,Margareta,Female,33,3,,19:32:00,22:10:00,103,True
1788,Kane,Male,33,5,,19:44:00,21:05:00,179,True
1789,Starlin,Female,43,2,,17:08:00,17:44:00,34,True
1791,Fred,Female,42,4,,16:49:00,19:34:00,112,True
1792,Celestina,Female,43,4,Arm,11:44:00,12:54:00,173,True
1793,Berk,Male,26,4,"Running, leg",16:06:00,17:52:00,140,True
1794,Vallie,Female,33,1,,17:17:00,18:20:00,133,True
1796,Marylinda,Female,12,5,"Arm, Cardio",09:21:00,11:58:00,115,True
1797,Alley,Male,36,2,leg,09:41:00,10:37:00,97,True
1802,Kristan,Female,34,2,leg,08:00:00,09:26:00,140,True
1803,Cecily,Female,32,5,,09:26:00,10:07:00,50,True
1804,Ben,Male,39,3,,08:59:00,11:37:00,58,True
1807,Ardelis,Female,29,3,"back, Arm",19:35:00,20:13:00,98,True
1813,Johnathan,Male,12,1,,14:07:00,14:43:00,34,True
1818,Gavin,Male,44,3,Cardio,11:51:00,13:03:00,159,True
1819,Vi,Female,16,1,,08:23:00,11:19:00,30,True
1825,Baily,Male,35,3,Core,10:53:00,11:53:00,103,True
1827,WArm,Male,22,3,"Running, Cardio, back",14:33:00,17:08:00,104,True
1831,Wheeler,Male,44,3,,09:35:00,10:15:00,46,True
1834,Avram,Male,13,2,,19:16:00,21:43:00,155,True
1838,Montague,Male,28,5,"Core, Arm, chest",20:40:00,21:39:00,44,True
1840,Darell,Female,16,4,,20:26:00,21:46:00,79,True
1841,Marthena,Female,24,2,,11:00:00,12:53:00,102,True
1842,Gale,Female,33,2,Cardio,09:47:00,11:34:00,101,True
1844,Ogdan,Male,40,5,"back, Cardio, leg",13:40:00,14:30:00,145,True
1845,Curran,Male,46,2,,17:09:00,19:19:00,127,True
1846,Colby,Male,40,2,"Arm, leg, back",15:59:00,18:56:00,104,True
1847,Carolus,Male,26,5,,20:43:00,22:03:00,117,True
1849,Carol,Female,29,2,"Cardio, Core",16:37:00,17:58:00,111,True
1851,Serene,Female,44,2,,08:06:00,09:17:00,74,True
1852,Laraine,Female,40,4,,15:43:00,17:40:00,140,True
1854,Odelia,Female,12,3,,20:20:00,22:54:00,141,True
1856,Ester,Female,18,4,"Arm, back, back",17:05:00,18:41:00,30,True
1858,Florinda,Female,32,1,"Arm, Cardio, chest",10:20:00,10:53:00,152,True
1860,Marcelle,Female,35,5,"Arm, Cardio",18:33:00,19:20:00,45,True
1861,Tasia,Female,17,2,"chest, Running",14:22:00,17:22:00,59,True
1863,Wash,Male,31,5,,11:08:00,11:42:00,108,True
1864,Malchy,Male,39,2,"chest, chest, Core",16:01:00,17:34:00,61,True
1865,Erhard,Male,17,2,,11:19:00,12:13:00,177,True
1867,Anderea,Female,14,2,Cardio,16:05:00,17:13:00,76,True
1869,Saba,Female,49,5,"Cardio, back",12:09:00,14:40:00,142,True
1870,Chic,Male,33,3,"Arm, Running",12:59:00,15:22:00,56,True
1871,Annora,Female,31,3,"Core, Core, Cardio",12:21:00,14:19:00,179,True
1879,Lil,Female,13,3,,10:39:00,13:26:00,64,True
1883,Fan,Female,20,1,"leg, Cardio, back",15:31:00,16:43:00,69,True
1885,Biddy,Female,19,4,,14:33:00,16:21:00,176,True
1886,Cathryn,Female,41,5,"Arm, chest",15:47:00,16:56:00,48,True
1887,Cord,Male,36,3,,19:04:00,19:49:00,160,True
1890,Gonzales,Male,44,4,,20:18:00,21:16:00,128,True
1893,Borden,Male,23,3,"Cardio, chest, leg",20:33:00,21:10:00,87,True
1895,Robinet,Male,49,2,,16:53:00,17:28:00,59,True
1897,Andra,Female,12,1,Cardio,09:39:00,12:29:00,121,True
1902,Nadia,Female,30,3,"chest, leg",16:03:00,18:06:00,134,True
1908,Grazia,Female,23,5,,10:25:00,12:51:00,95,True
1916,Zeke,Male,30,5,back,15:05:00,17:34:00,164,True
1918,Fayth,Female,43,4,,11:23:00,14:09:00,142,True
1919,Devlin,Male,47,4,,19:43:00,20:53:00,99,True
1924,Carling,Male,43,4,,17:57:00,19:46:00,69,True
1925,Perle,Female,45,4,"chest, chest",13:47:00,14:28:00,71,True
1926,Gerick,Male,46,5,,09:16:00,11:09:00,162,True
1927,Tye,Male,34,5,leg,10:03:00,10:53:00,129,True
1929,Aldous,Male,15,4,"Cardio, chest",09:38:00,11:38:00,162,True
1930,Vita,Female,13,3,,13:57:00,14:41:00,90,True
1931,Dori,Female,48,5,,16:33:00,18:18:00,123,True
1933,Tiertza,Female,26,2,"chest, leg, Core",19:06:00,21:13:00,114,True
1934,Dionis,Female,45,3,,13:53:00,15:44:00,118,True
1935,Mariam,Female,26,3,,12:35:00,15:30:00,79,True
1936,Briano,Male,37,4,"chest, Core, back",15:31:00,16:33:00,131,True
1937,Parsifal,Male,14,4,"Core, chest, Running",10:55:00,11:28:00,67,True
1941,Matias,Male,21,1,,10:21:00,13:17:00,158,True
1943,Ransell,Male,26,3,,11:58:00,13:01:00,103,True
1944,Marty,Female,45,5,,09:41:00,12:34:00,54,True
1945,Doris,Female,43,3,,17:14:00,19:45:00,145,True
1946,Fidelio,Male,28,3,,13:49:00,14:33:00,34,True
1948,Hanna,Female,21,2,"leg, chest, back",11:39:00,13:59:00,132,True
1950,Karyn,Female,45,4,"Running, leg",15:44:00,18:43:00,174,True
1951,Grayce,Female,42,4,"Arm, Core",11:36:00,12:31:00,46,True
1956,Lucia,Female,46,2,"back, Cardio, back",14:18:00,16:38:00,167,True
1961,Kellen,Female,25,5,,10:24:00,11:28:00,64,True
1962,Wenona,Female,39,5,,13:28:00,15:55:00,134,True
1964,Domenico,Male,12,4,,18:37:00,21:33:00,30,True
1965,Francesco,Male,17,3,back,11:56:00,13:12:00,64,True
1968,Emalee,Female,42,3,,13:36:00,14:50:00,167,True
1970,Beale,Male,29,5,,08:22:00,08:54:00,41,True
1972,Kit,Male,27,3,"back, Cardio, Core",14:44:00,16:18:00,174,True
1975,Clemmy,Male,43,4,,11:07:00,13:34:00,111,True
1976,Veda,Female,16,3,,16:39:00,19:26:00,173,True
1980,Quillan,Male,31,4,"back, Running",17:47:00,19:20:00,107,True
1981,Georgie,Female,34,1,Core,14:52:00,16:57:00,31,True
1982,Agna,Female,33,5,"leg, Core, Core",19:59:00,22:01:00,61,True
1983,Benyamin,Male,34,2,"Cardio, Arm, leg",19:22:00,22:15:00,58,True
1987,Hadria,Female,19,5,,19:04:00,20:26:00,56,True
1989,Magdalen,Female,45,2,Cardio,09:14:00,10:32:00,67,True
1990,Clywd,Male,40,2,,11:50:00,13:07:00,99,True
1991,Oliy,Female,45,3,,08:22:00,11:11:00,156,True
1993,Melantha,Female,30,5,"Running, Cardio, leg",09:42:00,10:49:00,65,True
1994,Averill,Male,41,5,"Cardio, Arm",19:50:00,20:24:00,46,True
1999,Brigg,Male,33,1,"Arm, leg, Core",10:23:00,11:45:00,100,True
2002,Doralin,Female,47,5,,19:31:00,21:55:00,34,True
2004,Darren,Male,47,5,,09:54:00,12:00:00,32,True
2005,Petr,Male,31,1,Running,08:29:00,09:48:00,77,True
2007,Anson,Male,38,4,Cardio,19:46:00,20:59:00,68,True
2016,Katya,Female,22,2,"leg, Core",17:28:00,19:02:00,103,True
2017,Chaddie,Male,38,3,,09:25:00,10:59:00,50,True
2018,Trixy,Female,27,1,,16:54:00,19:39:00,121,True
2020,Abe,Male,41,3,"chest, back, Core",13:55:00,16:26:00,30,True
2025,Bernardina,Female,39,2,,08:42:00,10:58:00,157,True
2031,Keith,Male,33,2,,10:01:00,12:13:00,42,True
2032,Nataniel,Male,44,3,,20:53:00,21:34:00,50,True
2037,Shelby,Female,13,4,,09:02:00,11:39:00,131,True
2040,Kara,Female,21,1,"Cardio, back",10:26:00,12:49:00,53,True
2045,Sigismond,Male,48,1,,09:57:00,10:49:00,41,True
2047,Sigfrid,Male,43,3,,15:02:00,16:06:00,64,True
2048,Dick,Male,32,5,"back, back, leg",16:29:00,17:17:00,55,True
2049,Anette,Female,22,2,back,11:56:00,14:53:00,69,True
2055,Chadd,Male,47,4,"leg, back, chest",15:49:00,17:54:00,58,True
