id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Mon
997,Elaina,Female,45,1,"Core, chest",9:14:00,12:01:00,90,True
998,Humfried,Male,43,4,,17:21:00,20:21:00,159,True
1001,Fey,Female,45,3,"back, chest",19:31:00,21:29:00,164,True
1004,Darren,Male,45,2,,9:54:00,12:00:00,103,True
1011,Conrade,Male,28,5,,13:50:00,15:58:00,30,True
1012,Ely,Male,45,3,Cardio,10:12:00,11:46:00,90,True
1013,Celine,Female,25,2,"Core, back, chest",17:04:00,18:48:00,163,True
1016,Katya,Female,46,5,"Leg, Core",17:28:00,19:02:00,111,True
1021,Biddie,Female,35,4,,8:19:00,11:12:00,53,True
1024,Mar,Male,17,5,,14:34:00,15:13:00,176,True
1027,Kenon,Male,23,3,"Core, Leg, Core",15:01:00,16:51:00,75,True
1028,Wat,Male,20,3,"chest, Leg, Leg",19:41:00,22:36:00,66,True
1031,Keith,Male,27,3,,10:01:00,12:13:00,130,True
1032,Nataniel,Male,41,1,,20:53:00,21:34:00,125,True
1033,Hestia,Female,40,3,Cardio,10:23:00,11:43:00,33,True
1034,Trudi,Female,43,5,Core,14:42:00,16:45:00,57,True
1035,Alf,Male,46,5,,18:15:00,19:07:00,146,True
1045,Sigismond,Male,38,1,,9:57:00,10:49:00,90,True
1047,Sigfrid,Male,26,4,,15:02:00,16:06:00,154,True
1048,Dick,Male,44,2,"back, back, Leg",16:29:00,17:17:00,47,True
1051,Maximilianus,Male,38,3,,9:43:00,12:09:00,94,True
1052,Nathanil,Male,22,4,"chest, Leg",20:58:00,23:44:00,92,True
1055,Chadd,Male,35,4,"Leg, back, chest",15:49:00,17:54:00,103,True
1056,Paten,Male,20,2,,17:13:00,18:53:00,33,True
1058,Benton,Male,43,4,"chest, Leg, back",12:19:00,12:56:00,66,True
1059,Gus,Male,42,5,"back, Core, Leg",10:40:00,13:24:00,153,True
1061,Eulalie,Female,32,3,,18:30:00,21:01:00,124,True
1068,Shelden,Male,21,3,"Leg, Cardio",13:04:00,15:03:00,65,True
1069,Carver,Male,36,5,Core,9:04:00,11:29:00,112,True
1073,Guillaume,Male,37,5,,17:06:00,19:52:00,86,True
1074,Bone,Male,21,3,,20:17:00,22:56:00,93,True
1075,Florry,Female,15,2,,9:57:00,12:07:00,36,True
1078,Boigie,Male,45,3,"Core, back, chest",16:16:00,18:36:00,65,True
1081,Orv,Male,31,2,,12:35:00,14:44:00,120,True
1084,Rusty,Male,14,4,"back, Arm, Leg",9:15:00,12:06:00,57,True
1086,Kailey,Female,45,3,"chest, Core, back",20:29:00,22:52:00,92,True
1088,Karolina,Female,23,3,,11:29:00,12:29:00,144,True
1090,Henrie,Female,14,1,,11:13:00,11:44:00,77,True
1091,Perri,Female,38,3,,13:04:00,13:50:00,67,True
1093,Nicolle,Female,47,4,"chest, back",9:55:00,12:27:00,42,True
1097,Barnebas,Male,44,4,,14:16:00,15:12:00,148,True
1102,Shayna,Female,49,5,"chest, Leg, Core",17:42:00,18:58:00,53,True
1111,Irena,Female,49,3,"Arm, Leg, chest",17:43:00,20:14:00,144,True
1116,Esra,Male,34,5,,19:08:00,21:25:00,115,True
1118,Esra,Male,29,2,,8:23:00,11:10:00,87,True
1120,Selle,Female,30,5,,14:55:00,15:47:00,108,True
1121,Robinetta,Female,29,3,"chest, back, Cardio",19:19:00,20:10:00,35,True
1122,Corrie,Female,39,3,"back, Cardio, back",20:09:00,21:59:00,92,True
1123,Carmencita,Female,37,2,,9:46:00,10:59:00,89,True
1125,Jae,Male,35,4,,14:09:00,15:20:00,172,True
1126,Iago,Male,14,5,,8:40:00,9:44:00,53,True
1128,Lian,Female,42,5,,14:23:00,16:17:00,132,True
1129,Bradney,Male,28,1,Leg,12:24:00,14:58:00,75,True
1130,Cody,Male,47,3,,19:40:00,20:13:00,93,True
1133,Gearalt,Male,16,4,Core,11:35:00,14:04:00,42,True
1134,Pooh,Female,48,5,"Leg, Leg, Core",9:31:00,10:47:00,153,True
1136,Helga,Female,36,3,,16:51:00,18:58:00,106,True
1137,Marga,Female,36,2,,10:32:00,11:36:00,133,True
1142,Rosalinde,Female,34,2,Leg,8:13:00,10:45:00,129,True
1143,Ginnifer,Female,15,1,,17:21:00,19:50:00,38,True
1144,Rickard,Male,17,2,Core,20:30:00,22:23:00,177,True
1146,Julina,Female,21,5,"Core, chest, back",20:23:00,23:12:00,172,True
1147,Timothee,Male,32,5,"Leg, Core",18:19:00,20:47:00,108,True
1150,Cirilo,Male,39,5,,16:10:00,19:07:00,100,True
1151,Alberto,Male,24,5,"Cardio, back",20:15:00,23:04:00,79,True
1152,Marion,Male,16,4,,20:44:00,22:48:00,37,True
1154,Burke,Male,24,5,"back, Core",11:18:00,14:07:00,166,True
1156,Jocelyne,Female,14,5,,18:54:00,20:00:00,60,True
1162,Peder,Male,49,2,,17:00:00,19:23:00,95,True
1164,Quincy,Male,25,5,,17:41:00,19:32:00,59,True
1165,Christian,Male,39,4,"Core, back, chest",14:45:00,16:53:00,67,True
1166,Bordie,Male,37,2,,20:34:00,21:42:00,77,True
1167,Nessie,Female,32,4,"Leg, Cardio, back",9:55:00,11:08:00,135,True
1170,Rodger,Male,35,2,,12:12:00,13:58:00,175,True
1176,Burty,Male,22,5,,9:34:00,11:21:00,160,True
1177,Nadean,Female,42,3,,9:56:00,12:45:00,58,True
1180,Nolly,Male,49,1,back,8:33:00,9:21:00,140,True
1181,Jeremiah,Male,26,3,"back, Core",10:50:00,13:48:00,152,True
1184,Klement,Male,18,4,,17:58:00,19:31:00,70,True
1185,Webb,Male,19,4,"Leg, Arm, back",9:20:00,11:42:00,69,True
1187,Salvidor,Male,37,1,Cardio,19:49:00,22:43:00,120,True
1188,Ethelyn,Female,33,3,back,8:21:00,10:01:00,47,True
1189,Terry,Male,16,1,"Leg, Core, chest",11:28:00,12:31:00,173,True
1190,Nealy,Male,16,4,,14:47:00,17:45:00,42,True
1191,Cirstoforo,Male,23,5,,13:48:00,14:42:00,55,True
1192,Kaye,Female,35,5,,17:07:00,19:15:00,118,True
1193,Candie,Female,26,1,"Core, Arm",13:57:00,16:42:00,43,True
1195,Ferd,Male,14,3,,11:23:00,14:13:00,126,True
1196,Kendrick,Male,43,2,,20:01:00,21:55:00,171,True
1198,Bret,Male,42,3,chest,13:00:00,14:21:00,150,True
1201,Sheffield,Male,38,2,"Arm, Cardio",13:31:00,14:48:00,138,True
1204,Roderigo,Male,24,5,"Cardio, Leg",17:13:00,17:49:00,44,True
1207,Heall,Male,48,5,"Leg, back, Leg",11:47:00,13:43:00,143,True
1208,Willey,Male,19,5,Leg,11:28:00,12:06:00,34,True
1209,Earl,Male,22,3,,19:07:00,21:40:00,116,True
1210,Trstram,Male,45,1,,17:44:00,19:53:00,133,True
1213,Patrizio,Male,14,3,Core,12:58:00,14:21:00,153,True
1215,Mindy,Female,22,2,"back, back",8:17:00,9:19:00,45,True
1218,Rubina,Female,39,5,"chest, back",18:01:00,18:31:00,42,True
1219,Harland,Male,41,3,"Leg, back",14:59:00,16:48:00,171,True
1220,Any,Male,49,2,,20:57:00,23:26:00,103,True
1223,Mata,Male,33,2,,20:23:00,21:18:00,31,True
1225,Cletis,Male,48,3,,20:08:00,21:33:00,175,True
1227,Lenka,Female,18,4,"Core, Cardio",20:37:00,21:32:00,51,True
1229,Harper,Male,19,4,,20:39:00,21:33:00,77,True
1231,Onofredo,Male,26,1,,17:53:00,18:59:00,157,True
1232,Bennett,Male,47,1,"Core, Core",15:16:00,17:16:00,119,True
1236,Idell,Female,13,2,chest,15:45:00,17:41:00,96,True
1238,Irene,Female,19,1,"Cardio, Cardio",20:15:00,22:22:00,48,True
1246,Kary,Female,45,4,,9:12:00,11:51:00,39,True
1252,Margarita,Female,41,2,"chest, Arm, Leg",10:17:00,11:19:00,173,True
1258,Bronnie,Male,18,4,,19:49:00,22:01:00,84,True
1259,Muire,Female,27,3,,10:02:00,11:33:00,102,True
1260,Jaquelyn,Female,33,2,,8:20:00,11:05:00,166,True
1264,Padraig,Male,44,2,,15:42:00,16:34:00,114,True
1265,Reina,Female,37,2,,19:52:00,20:36:00,112,True
1266,Prudence,Female,49,3,"Core, back, chest",18:07:00,19:57:00,110,True
1267,Bertie,Female,49,5,,11:33:00,12:31:00,36,True
1269,Vinny,Male,40,2,,9:59:00,10:31:00,123,True
1274,Elset,Female,20,5,"Cardio, Core, Core",19:30:00,22:11:00,132,True
1275,Gunther,Male,44,5,,9:38:00,12:26:00,93,True
1279,Mathilda,Female,35,2,,10:43:00,13:06:00,171,True
1282,Daniel,Male,41,2,Core,12:25:00,14:41:00,65,True
1283,Dionis,Female,30,1,Cardio,14:55:00,15:32:00,128,True
1286,Dimitry,Male,43,4,,20:16:00,22:00:00,107,True
1288,Piggy,Male,31,5,,17:30:00,18:03:00,164,True
1289,Gwendolin,Female,21,2,"Core, back",8:53:00,11:36:00,59,True
1290,Chelsy,Female,31,1,"Core, back, Leg",15:52:00,16:37:00,42,True
1291,Barbi,Female,19,3,,9:49:00,11:52:00,98,True
1295,Abbie,Male,23,3,,15:28:00,17:03:00,68,True
1297,Georas,Male,25,5,,17:29:00,18:11:00,142,True
1298,Nicki,Female,13,5,,19:17:00,21:29:00,179,True
1299,Avis,Female,18,3,,12:31:00,13:28:00,53,True
1301,Amalea,Female,44,3,"back, Leg, chest",13:06:00,13:43:00,36,True
1304,Godfry,Male,39,1,,13:53:00,16:36:00,148,True
1305,Alfie,Male,36,5,"Leg, Leg, back",8:48:00,11:29:00,85,True
1307,Elora,Female,28,2,,17:30:00,19:56:00,130,True
1312,Taite,Male,39,4,"Cardio, Leg",17:41:00,19:28:00,126,True
1314,Worden,Male,24,5,,19:20:00,20:48:00,119,True
1317,Willie,Male,15,2,,11:06:00,12:27:00,103,True
1320,Lavinia,Female,40,1,Arm,9:36:00,11:51:00,42,True
1323,Benjamin,Male,46,4,Leg,17:11:00,18:30:00,53,True
1324,Belicia,Female,15,5,"Cardio, Arm, Leg",19:16:00,19:48:00,143,True
1328,Lexine,Female,49,4,,13:52:00,16:23:00,68,True
1334,Keelby,Male,23,4,,17:29:00,18:04:00,81,True
1338,Jarib,Male,29,2,Core,10:06:00,13:03:00,108,True
1341,Rita,Female,30,4,,14:02:00,14:37:00,85,True
1342,Orren,Male,40,2,"Arm, Core, Leg",17:57:00,19:48:00,66,True
1346,Domeniga,Female,17,4,back,12:17:00,12:55:00,131,True
1347,Valentine,Female,13,5,,16:51:00,17:42:00,156,True
1350,Joelie,Female,29,4,"Cardio, Core, Arm",16:20:00,18:55:00,89,True
1358,Carla,Female,45,4,Core,18:06:00,18:36:00,133,True
1361,Leilah,Female,12,2,"Leg, back",20:04:00,22:37:00,96,True
1362,Melli,Female,47,2,Cardio,11:51:00,12:21:00,47,True
1366,Nicolais,Male,37,5,,10:31:00,13:18:00,36,True
1372,Ilyse,Female,22,4,"Leg, back, Leg",11:18:00,12:58:00,65,True
1374,Portia,Female,40,3,Arm,17:43:00,19:19:00,66,True
1375,Kelley,Male,31,1,,16:54:00,19:18:00,99,True
1377,Parke,Male,32,3,,14:36:00,16:16:00,82,True
1381,Ronald,Male,23,4,,18:01:00,20:07:00,119,True
1387,Woody,Male,48,4,"Core, chest",19:08:00,20:29:00,145,True
1391,Cordelie,Female,23,1,,13:34:00,15:09:00,93,True
1392,Dreddy,Female,12,4,"Leg, Arm",8:25:00,9:19:00,32,True
1393,Lenna,Female,44,2,"Core, back, chest",10:09:00,11:45:00,63,True
1400,Logan,Male,27,5,"back, chest",13:02:00,13:54:00,72,True
1404,Ronna,Female,38,5,"back, Leg, Leg",11:02:00,13:55:00,149,True
1406,Leela,Female,37,3,"Cardio, back",13:03:00,15:14:00,114,True
1411,Aeriell,Female,48,4,,11:53:00,14:08:00,174,True
1414,Truda,Female,30,4,"chest, back, Cardio",12:26:00,13:36:00,177,True
1416,Olag,Male,23,2,Cardio,19:37:00,20:28:00,93,True
1418,Stafani,Female,43,2,,19:37:00,22:32:00,72,True
1423,Koren,Female,44,1,"Core, Cardio, Leg",18:48:00,20:55:00,111,True
1428,Ainslie,Female,48,5,"Cardio, Core",14:06:00,14:52:00,67,True
1429,Basil,Male,48,4,"back, Arm",17:57:00,18:55:00,46,True
1431,Willard,Male,23,4,Core,16:01:00,17:47:00,61,True
1432,Reed,Male,47,3,"back, Leg, Cardio",10:56:00,11:54:00,161,True
1434,Sabra,Female,21,1,,18:14:00,20:34:00,68,True
1438,Averil,Male,41,2,,17:18:00,18:55:00,105,True
1441,Risa,Female,48,4,"Leg, chest",16:41:00,19:14:00,126,True
1444,Orville,Male,49,2,,18:40:00,20:17:00,140,True
1447,Wittie,Male,32,3,,9:14:00,10:45:00,156,True
1448,Jean,Female,15,2,,17:22:00,19:06:00,86,True
1450,Hunter,Male,27,4,"Leg, chest, Core",19:08:00,21:45:00,45,True
1451,Cherish,Female,25,1,chest,14:27:00,15:02:00,38,True
1452,Augusta,Female,33,4,Leg,16:21:00,19:15:00,49,True
1454,Philippine,Female,31,1,Leg,18:14:00,18:57:00,135,True
1456,Preston,Male,40,5,back,14:55:00,17:48:00,43,True
1458,Edi,Female,19,2,Cardio,11:37:00,14:27:00,39,True
1459,Ancell,Male,33,2,,18:28:00,20:43:00,38,True
1461,Gianni,Male,29,2,"Core, Leg",19:07:00,21:51:00,98,True
1463,Sidoney,Female,18,3,,18:15:00,19:15:00,53,True
1466,Krystle,Female,46,5,,17:47:00,19:00:00,144,True
1467,Gregorio,Male,33,2,chest,8:25:00,11:08:00,64,True
1468,Nananne,Female,29,4,,9:56:00,11:16:00,122,True
1469,Decca,Male,20,4,Cardio,13:39:00,15:34:00,106,True
1474,Walker,Male,21,2,"chest, Leg",16:59:00,18:50:00,119,True
1477,Melisa,Female,45,2,,9:43:00,12:22:00,37,True
1479,Ingamar,Male,20,3,,12:23:00,13:22:00,158,True
1480,Ikey,Male,14,3,"Core, back",11:46:00,14:15:00,114,True
1487,Mariam,Female,40,1,"chest, Leg",15:44:00,16:57:00,116,True
1488,Hodge,Male,46,2,,17:52:00,18:45:00,154,True
1489,Huntley,Male,36,1,,12:42:00,14:00:00,166,True
1493,Elka,Female,42,3,"back, Arm",15:14:00,17:55:00,53,True
1498,Dall,Male,25,5,"chest, Leg, back",10:38:00,12:41:00,110,True
1500,Esdras,Male,36,1,,14:34:00,15:55:00,71,True
1501,Gib,Male,18,1,"Cardio, chest",19:22:00,21:24:00,173,True
1503,Sib,Female,25,1,,15:10:00,16:35:00,139,True
1510,Minor,Male,23,3,"Cardio, back, Cardio",12:56:00,14:40:00,64,True
1512,Jarred,Male,26,3,"Core, Cardio",19:02:00,21:52:00,120,True
1514,Darcee,Female,28,2,"Core, back, Arm",12:43:00,15:19:00,171,True
1517,Alec,Male,35,3,,8:44:00,9:25:00,156,True
1522,Calypso,Female,17,5,"Core, chest",20:25:00,22:12:00,179,True
1525,Charisse,Female,17,1,,18:22:00,19:32:00,179,True
1527,Flora,Female,16,2,,11:15:00,13:25:00,123,True
1528,Yetty,Female,34,4,"chest, Arm",8:27:00,9:33:00,47,True
1530,Sandy,Female,25,1,"back, chest",19:59:00,20:45:00,126,True
1532,Skell,Male,33,4,"chest, back, Core",16:04:00,17:35:00,110,True
1534,Rabbi,Male,36,2,,14:53:00,17:50:00,81,True
1536,Giselbert,Male,30,1,,16:05:00,17:44:00,53,True
1537,Jane,Female,24,4,"chest, chest, Leg",10:22:00,10:58:00,121,True
1539,Dru,Male,24,4,Core,17:08:00,17:43:00,73,True
1541,Solomon,Male,23,4,,16:59:00,18:44:00,67,True
1542,Cicily,Female,37,4,"Core, Arm, back",11:55:00,13:56:00,90,True
1544,Bianca,Female,46,4,"chest, back, Core",9:49:00,12:29:00,162,True
1547,Papageno,Male,20,3,,16:19:00,18:58:00,152,True
1553,Consalve,Male,34,1,"back, Core",18:23:00,19:31:00,50,True
1554,Kit,Female,16,1,"chest, Arm",18:15:00,20:02:00,111,True
1555,Garner,Male,41,1,"chest, Cardio",19:22:00,21:45:00,39,True
1556,Audra,Female,38,2,,10:32:00,11:40:00,42,True
1557,Hatti,Female,36,3,"Cardio, chest, back",10:36:00,12:53:00,162,True
1562,Gerladina,Female,13,4,"back, Core, chest",12:52:00,15:16:00,121,True
1563,Filippa,Female,18,4,,18:39:00,20:06:00,146,True
1566,Kathy,Female,46,2,,9:56:00,12:06:00,137,True
1567,Verile,Female,48,5,back,19:09:00,21:43:00,163,True
1568,Amye,Female,23,3,,10:41:00,11:48:00,102,True
1569,Pasquale,Male,19,4,"back, Cardio, Leg",20:28:00,22:32:00,94,True
1572,Sheila,Female,32,1,"Leg, Cardio",17:04:00,18:45:00,160,True
1577,Yelena,Female,28,5,,10:26:00,12:39:00,68,True
1579,Nickey,Male,31,3,,19:50:00,22:25:00,52,True
1580,Freedman,Male,48,2,"Leg, back, chest",16:10:00,17:29:00,55,True
1581,Albert,Male,33,3,,15:25:00,18:06:00,53,True
1584,Dallis,Male,37,5,,10:48:00,11:32:00,71,True
1586,Roosevelt,Male,42,3,,8:13:00,9:28:00,80,True
1589,Adham,Male,21,4,,14:06:00,15:33:00,173,True
1596,Darius,Male,12,1,,20:46:00,23:33:00,139,True
1597,Holly,Male,39,5,,18:52:00,21:05:00,144,True
1599,Weber,Male,47,3,,8:35:00,10:58:00,145,True
1604,Mirella,Female,37,5,,18:42:00,21:12:00,74,True
1605,Joey,Male,41,5,"Arm, Leg",17:42:00,18:39:00,157,True
1608,Ekaterina,Female,33,4,Arm,8:46:00,9:19:00,152,True
1609,Marrissa,Female,17,3,"chest, Leg, Core",17:33:00,20:22:00,76,True
1610,Neda,Female,31,5,"back, Arm",14:03:00,16:44:00,90,True
1612,Alameda,Female,46,5,,13:42:00,14:20:00,161,True
1613,Emlen,Male,12,5,"Core, Core, back",17:32:00,19:31:00,176,True
1614,Phineas,Male,45,1,,9:37:00,11:16:00,35,True
1618,Earlie,Male,47,2,,20:35:00,21:51:00,56,True
1620,Geneva,Female,15,4,"Core, Core",10:26:00,11:50:00,60,True
1622,Glory,Female,38,3,"back, Arm",15:30:00,16:19:00,67,True
1623,Merralee,Female,18,2,back,8:25:00,9:12:00,75,True
1624,Willie,Male,21,3,,8:39:00,9:36:00,123,True
1625,Olympie,Female,47,5,,19:28:00,20:35:00,45,True
1626,Warren,Male,30,4,"Cardio, Arm",16:57:00,18:59:00,129,True
1628,Welbie,Male,18,5,,16:53:00,18:40:00,148,True
1630,Pablo,Male,47,5,,14:29:00,16:53:00,122,True
1631,Cordy,Female,31,5,,8:50:00,10:06:00,174,True
1633,Trula,Female,15,5,Leg,14:42:00,16:22:00,149,True
1634,Nina,Female,27,1,,16:51:00,18:00:00,124,True
1640,Romola,Female,35,5,"chest, Cardio",10:00:00,11:01:00,113,True
1643,Dilan,Male,26,2,"Arm, Core, back",20:31:00,23:05:00,165,True
1644,Catlee,Female,35,3,"Leg, chest, chest",12:54:00,13:26:00,153,True
1650,Holly,Male,15,5,"back, chest, Leg",14:54:00,17:17:00,64,True
1651,Bradley,Male,21,3,,20:36:00,21:48:00,147,True
1652,Jermayne,Male,46,1,,11:06:00,13:25:00,174,True
1656,Barbabas,Male,28,2,"back, Cardio, chest",17:13:00,19:26:00,130,True
1658,Westleigh,Male,49,4,,19:23:00,21:04:00,141,True
1659,Ailina,Female,37,3,,18:02:00,19:23:00,161,True
1665,Myrah,Female,38,1,chest,11:45:00,12:19:00,132,True
1669,Ashia,Female,21,1,"Arm, Leg",19:04:00,20:13:00,77,True
1670,Carmencita,Female,16,4,"Leg, Cardio",9:17:00,10:59:00,44,True
1671,Gery,Male,48,1,,12:36:00,13:56:00,129,True
1673,Tomi,Female,31,2,back,10:49:00,11:21:00,116,True
1674,Yehudit,Male,30,4,"Arm, back, Cardio",20:16:00,21:57:00,30,True
1677,Tonia,Female,17,2,chest,9:06:00,10:41:00,102,True
1680,Farlee,Male,21,3,"Cardio, back",16:33:00,19:17:00,49,True
1682,Maximilien,Male,39,2,,10:54:00,13:07:00,86,True
1688,Lyn,Male,21,3,,20:25:00,22:44:00,146,True
1689,Elke,Female,43,2,,9:47:00,12:08:00,175,True
1690,Simmonds,Male,26,5,,13:10:00,14:21:00,84,True
1693,Mignonne,Female,27,2,,17:34:00,19:15:00,159,True
1697,Alejandro,Male,25,4,"chest, Arm, Leg",10:31:00,12:14:00,179,True
1698,Morgan,Male,15,1,,14:52:00,15:55:00,58,True
1700,Alana,Female,39,5,,16:35:00,17:44:00,101,True
1702,Rudiger,Male,16,5,,10:22:00,12:17:00,38,True
1705,Edvard,Male,19,3,"Arm, Core",17:29:00,19:09:00,41,True
1707,Grove,Male,16,3,Core,13:31:00,14:16:00,121,True
1710,Kayley,Female,29,4,"chest, Core, Cardio",10:54:00,12:00:00,68,True
1711,Nelli,Female,46,5,"Core, Leg, Cardio",9:57:00,12:44:00,130,True
1712,Paul,Male,18,1,"Core, Leg",13:12:00,14:47:00,130,True
1715,Brant,Male,27,1,,12:02:00,14:59:00,175,True
1716,Emiline,Female,32,5,Leg,18:15:00,18:56:00,146,True
1719,Pren,Male,38,3,,8:33:00,10:02:00,122,True
1720,Lloyd,Male,15,3,"back, Leg, back",19:42:00,21:46:00,47,True
1726,Sebastien,Male,17,5,,10:54:00,12:03:00,156,True
1731,Caitrin,Female,22,3,Core,9:10:00,9:44:00,68,True
1733,Cirilo,Male,44,5,chest,18:15:00,18:59:00,129,True
1734,Konrad,Male,39,4,,9:13:00,12:11:00,74,True
1735,Georgeta,Female,25,3,"Arm, chest",9:24:00,10:07:00,162,True
1737,Feodor,Male,25,5,,8:43:00,11:19:00,161,True
1738,Dorian,Female,32,2,back,11:21:00,13:01:00,140,True
1739,Carmelia,Female,30,2,,15:28:00,17:17:00,175,True
1740,Kellsie,Female,39,5,,11:16:00,13:42:00,88,True
1743,Bartie,Male,43,5,"Cardio, Core",20:28:00,20:59:00,92,True
1745,Lonna,Female,36,5,"chest, Cardio",13:37:00,15:12:00,49,True
1750,Agnese,Female,42,1,"chest, back, chest",10:28:00,11:32:00,80,True
1752,Daile,Female,27,3,,8:05:00,10:17:00,135,True
1754,Vida,Female,20,1,,15:13:00,16:46:00,172,True
1756,Orv,Male,42,1,"chest, Cardio, Arm",19:23:00,22:04:00,56,True
1758,Gabbi,Female,48,2,,15:16:00,16:04:00,99,True
1759,Ricki,Male,18,5,"back, Leg, chest",13:19:00,16:18:00,175,True
1760,Simmonds,Male,17,5,"Core, Leg",9:29:00,11:20:00,146,True
1763,Gabbie,Female,25,2,Cardio,15:39:00,18:01:00,136,True
1767,Lin,Male,46,3,,13:07:00,14:15:00,133,True
1769,Glynda,Female,35,4,"Arm, Core",13:25:00,14:52:00,113,True
1772,Robbi,Female,41,4,,20:52:00,21:49:00,51,True
1773,Willis,Male,42,3,"Leg, Cardio, Cardio",18:25:00,21:08:00,51,True
1775,Odella,Female,46,2,Cardio,9:35:00,11:04:00,127,True
1776,Shannan,Male,47,4,,18:44:00,20:27:00,136,True
1778,Zacharias,Male,28,1,Cardio,20:17:00,22:50:00,82,True
1788,Kane,Male,33,5,,19:44:00,21:05:00,179,True
1789,Starlin,Female,43,2,,17:08:00,17:44:00,34,True
1794,Vallie,Female,33,1,,17:17:00,18:20:00,133,True
1795,Jeremie,Male,18,4,"Cardio, chest, Leg",12:59:00,15:02:00,168,True
1797,Alley,Male,36,2,Leg,9:41:00,10:37:00,97,True
1798,Donall,Male,33,5,chest,20:44:00,22:06:00,40,True
1799,Helen-elizabeth,Female,44,4,"Leg, chest",9:11:00,9:43:00,103,True
1800,Roxy,Female,42,1,,9:21:00,11:58:00,164,True
1802,Kristan,Female,34,2,Leg,8:00:00,9:26:00,140,True
1806,Beatriz,Female,44,4,,16:13:00,18:08:00,93,True
1807,Ardelis,Female,29,3,"back, Arm",19:35:00,20:13:00,98,True
1808,Sosanna,Female,48,1,,16:32:00,18:06:00,99,True
1810,Neils,Male,31,2,chest,14:19:00,17:03:00,89,True
1813,Johnathan,Male,12,1,,14:07:00,14:43:00,34,True
1815,Ranee,Female,19,3,,14:12:00,14:45:00,125,True
1816,Benoit,Male,47,1,,12:18:00,13:31:00,56,True
1817,Ailee,Female,13,4,,17:06:00,19:24:00,171,True
1819,Vi,Female,16,1,,8:23:00,11:19:00,30,True
1822,Mischa,Male,36,5,,19:44:00,21:50:00,78,True
1823,Viola,Female,20,1,,16:33:00,18:53:00,65,True
1824,Junie,Female,22,5,,17:59:00,19:01:00,93,True
1827,WArm,Male,22,3,"Leg, Cardio, back",14:33:00,17:08:00,104,True
1830,Micky,Male,21,3,"Cardio, back",12:05:00,14:43:00,143,True
1837,Gal,Male,34,4,,19:11:00,21:53:00,80,True
1839,Ynes,Female,24,3,,8:54:00,9:43:00,164,True
1842,Gale,Female,33,2,Cardio,9:47:00,11:34:00,101,True
1849,Carol,Female,29,2,"Cardio, Core",16:37:00,17:58:00,111,True
1850,Reinhold,Male,49,1,"Cardio, chest, Leg",14:56:00,15:38:00,94,True
1852,Laraine,Female,40,4,,15:43:00,17:40:00,140,True
1855,Gordie,Male,35,1,,12:10:00,14:06:00,60,True
1861,Tasia,Female,17,2,"chest, Leg",14:22:00,17:22:00,59,True
1862,Zackariah,Male,15,5,"Cardio, chest",17:19:00,19:17:00,85,True
1864,Malchy,Male,39,2,"chest, chest, Core",16:01:00,17:34:00,61,True
1867,Anderea,Female,14,2,Cardio,16:05:00,17:13:00,76,True
1871,Annora,Female,31,3,"Core, Core, Cardio",12:21:00,14:19:00,179,True
1876,Ramona,Female,35,2,Leg,18:32:00,19:44:00,130,True
1878,Elisa,Female,38,5,,14:04:00,16:59:00,151,True
1881,Alexei,Male,47,4,,10:46:00,11:40:00,91,True
1884,Wayland,Male,42,4,Arm,16:18:00,19:07:00,138,True
1885,Biddy,Female,19,4,,14:33:00,16:21:00,176,True
1886,Cathryn,Female,41,5,"Arm, chest",15:47:00,16:56:00,48,True
1889,Wilt,Male,32,1,Leg,11:41:00,13:52:00,74,True
1890,Gonzales,Male,44,4,,20:18:00,21:16:00,128,True
1896,Franni,Female,17,3,,10:05:00,11:47:00,38,True
1899,Jeremie,Male,24,1,"Core, Leg",12:59:00,14:03:00,145,True
1900,Gretel,Female,46,1,,19:13:00,21:37:00,99,True
1904,Freddi,Female,13,2,,10:09:00,13:01:00,50,True
1907,Stanislaus,Male,29,1,"Core, Cardio",15:12:00,16:15:00,112,True
1908,Grazia,Female,23,5,,10:25:00,12:51:00,95,True
1910,Urban,Male,46,3,Cardio,11:09:00,12:15:00,69,True
1912,Avivah,Female,46,3,,19:32:00,22:02:00,87,True
1918,Fayth,Female,43,4,,11:23:00,14:09:00,142,True
1925,Perle,Female,45,4,"chest, chest",13:47:00,14:28:00,71,True
1926,Gerick,Male,46,5,,9:16:00,11:09:00,162,True
1928,Pamela,Female,12,3,,17:33:00,18:42:00,31,True
1929,Aldous,Male,15,4,"Cardio, chest",9:38:00,11:38:00,162,True
1930,Vita,Female,13,3,,13:57:00,14:41:00,90,True
1934,Dionis,Female,45,3,,13:53:00,15:44:00,118,True
1946,Fidelio,Male,28,3,,13:49:00,14:33:00,34,True
1947,Elladine,Female,15,3,,9:42:00,11:23:00,59,True
1950,Karyn,Female,45,4,"Leg, Leg",15:44:00,18:43:00,174,True
1951,Grayce,Female,42,4,"Arm, Core",11:36:00,12:31:00,46,True
1952,Ricky,Male,21,5,"Core, back, Cardio",19:21:00,20:04:00,161,True
1954,Ivor,Male,34,4,"Arm, back, back",15:27:00,18:03:00,126,True
1955,Menard,Male,19,2,chest,12:46:00,14:20:00,174,True
1960,Brenn,Female,37,2,,10:14:00,10:55:00,45,True
